,cdf,End to End Latency
0,0.0,0.5548815028924697
1,0.01,0.7327134335542941
2,0.02,0.9753094162456712
3,0.03,1.0273672983257707
4,0.04,1.2776207787331588
5,0.05,1.3566244626171156
6,0.06,1.4784579668761635
7,0.07,1.640497689489978
8,0.08,1.7246078333759443
9,0.09,1.748922154261439
10,0.1,1.7735792697166217
11,0.11,1.8496560539094755
12,0.12,1.9098022748263577
13,0.13,1.9289961132160778
14,0.14,1.9522835193255024
15,0.15,1.9679644327292167
16,0.16,1.9837712966123267
17,0.17,2.0564881374119213
18,0.18,2.102232231722904
19,0.19,2.119117546408925
20,0.2,2.188025985805405
21,0.21,2.2144404764102994
22,0.22,2.227767063492454
23,0.23,2.236695980651825
24,0.24,2.2682299576780154
25,0.25,2.309427778702519
26,0.26,2.34667582532892
27,0.27,2.3702603173667263
28,0.28,2.3845246341832107
29,0.29,2.3940818375695123
30,0.3,2.4181427681107395
31,0.31,2.4571442451893977
32,0.32,2.516829080142804
33,0.33,2.5574222382369314
34,0.34,2.619542858340607
35,0.35000000000000003,2.6724611521530237
36,0.36,2.699319842255848
37,0.37,2.7319068220611302
38,0.38,2.748347541309338
39,0.39,2.781526397858511
40,0.4,2.854794466123588
41,0.41000000000000003,2.9008385634379037
42,0.42,3.001162958349363
43,0.43,3.0313251576320135
44,0.44,3.0556730286378344
45,0.45,3.0679202028536436
46,0.46,3.2059225252080576
47,0.47000000000000003,3.2059225252080576
48,0.48,3.238142593039112
49,0.49,3.277234398920775
50,0.5,3.4178097080559167
51,0.51,3.4868540673608095
52,0.52,3.5008294203608994
53,0.53,3.5644149238541125
54,0.54,3.614667698166278
55,0.55,3.636420905970153
56,0.56,3.636420905970153
57,0.5700000000000001,3.6729675559067476
58,0.58,3.7024691552434694
59,0.59,3.747166447391986
60,0.6,3.8458703990350456
61,0.61,3.9000912631390414
62,0.62,3.9157228757852773
63,0.63,3.9314171401228295
64,0.64,3.962994629313254
65,0.65,4.043052458297918
66,0.66,4.132985276091548
67,0.67,4.174522482587759
68,0.68,4.241852065053311
69,0.6900000000000001,4.2759229949387665
70,0.7000000000000001,4.362302398369781
71,0.71,4.441534820485737
72,0.72,4.495154329828011
73,0.73,4.522206339697921
74,0.74,4.595143607599803
75,0.75,4.7731192452354385
76,0.76,4.821089907233021
77,0.77,4.95798810108071
78,0.78,4.967914003184976
79,0.79,5.017842385702915
80,0.8,5.119209560065252
81,0.81,5.129458227853169
82,0.8200000000000001,5.338795460503356
83,0.8300000000000001,5.479424444127094
84,0.84,5.612521450632782
85,0.85,5.806628363564537
86,0.86,5.9595805137433455
87,0.87,6.055700745298896
88,0.88,6.29024558078405
89,0.89,6.391699006972676
90,0.9,6.507791324173759
91,0.91,6.800527202798804
92,0.92,6.882625159163127
93,0.93,7.163510515898116
94,0.9400000000000001,7.366923368615111
95,0.9500000000000001,7.576112270457551
96,0.96,7.775674320791902
97,0.97,8.17434180452091
98,0.98,8.289587465485916
99,0.99,9.592679482417966
100,1.0,11.078433624182619
