,cdf,Number of Output Tokens
0,0.0,10.004152608697645
1,0.01,34.021772103706674
2,0.02,41.97191674322714
3,0.03,48.95986089487216
4,0.04,54.000906295163944
5,0.05,64.0075398344503
6,0.06,70.03540615115575
7,0.07,74.96347080859108
8,0.08,78.02278912874269
9,0.09,83.01331137924744
10,0.1,83.01331137924744
11,0.11,86.05623561054385
12,0.12,87.97045261291906
13,0.13,93.97238986969887
14,0.14,97.02813859078891
15,0.15,99.9830863317801
16,0.16,102.00287933571242
17,0.17,104.89932188646694
18,0.18,107.01842946992822
19,0.19,108.09398292749972
20,0.2,110.9412819235738
21,0.21,110.9412819235738
22,0.22,112.9563064855434
23,0.23,114.09153661923892
24,0.24,117.0968169214218
25,0.25,117.0968169214218
26,0.26,118.98543527819187
27,0.27,119.94113678795277
28,0.28,120.90451457652556
29,0.29,120.90451457652556
30,0.3,125.08595108245035
31,0.31,126.09065247316987
32,0.32,128.12432962288904
33,0.33,132.0262976899247
34,0.34,133.88766565151673
35,0.35000000000000003,134.96306318989895
36,0.36,136.0470984161514
37,0.37,136.0470984161514
38,0.38,139.07330177102023
39,0.39,139.91025019505676
40,0.4,141.0340216636387
41,0.41000000000000003,141.88276977462596
42,0.42,143.0223846944321
43,0.43,143.88309884982797
44,0.44,147.083604568196
45,0.45,147.083604568196
46,0.46,148.8592409254445
47,0.47000000000000003,151.86639807994746
48,0.48,155.8667043974642
49,0.49,157.11863951343716
50,0.5,159.97238261315115
51,0.51,165.83630770304308
52,0.52,167.8383321854717
53,0.53,170.88677687557998
54,0.54,171.91518000381075
55,0.55,172.94977210121453
56,0.56,175.0376724094938
57,0.5700000000000001,176.091055785056
58,0.58,177.86080091059313
59,0.59,180.00798859717014
60,0.6,185.86140130386502
61,0.61,188.10517458188053
62,0.62,193.0600449663177
63,0.63,195.00033132550766
64,0.64,196.17385074232715
65,0.65,196.96011789333122
66,0.66,196.96011789333122
67,0.67,198.93960065020914
68,0.68,200.93897754619834
69,0.6900000000000001,202.9584485207881
70,0.7000000000000001,218.98457561057066
71,0.71,226.10541012151884
72,0.72,230.21215872843447
73,0.73,232.0612430902949
74,0.74,235.80408713266817
75,0.75,241.0492641917914
76,0.76,243.9592815159079
77,0.77,245.91878398038853
78,0.78,246.90442942154698
79,0.79,249.8851320153791
80,0.8,255.95492335581315
81,0.81,258.010775873476
82,0.8200000000000001,263.7499138972233
83,0.8300000000000001,268.0038547137111
84,0.84,277.27266577302964
85,0.85,286.8620351263518
86,0.86,289.16613629152687
87,0.87,293.24293455890313
88,0.88,296.78304915996756
89,0.89,300.96723419670434
90,0.9,308.2778264562278
91,0.91,313.8770712229126
92,0.92,318.3022557086943
93,0.93,335.2918807625545
94,0.9400000000000001,378.79739298956946
95,0.9500000000000001,385.677483409021
96,0.96,398.2187572695074
97,0.97,403.83302995196453
98,0.98,407.89162073672736
99,0.99,454.4107568025799
100,1.0,494.23028259447756
