,cdf,Number of Output Tokens
0,0.0,4.002823400834266
1,0.01,10.990159692286051
2,0.02,21.010042023055906
3,0.03,26.977430211401757
4,0.04,30.969431716511867
5,0.05,37.9777595100358
6,0.06,46.01653444375361
7,0.07,54.98172381112103
8,0.08,62.99156830465424
9,0.09,70.03540615115575
10,0.1,78.96470309310095
11,0.11,86.05623561054385
12,0.12,99.9830863317801
13,0.13,108.09398292749972
14,0.14,118.98543527819187
15,0.15,130.9743005569187
16,0.16,141.88276977462596
17,0.17,154.00748097611634
18,0.18,159.01542175195067
19,0.19,170.88677687557998
20,0.2,185.11944036249332
21,0.21,193.0600449663177
22,0.22,196.96011789333122
23,0.23,202.14823596203493
24,0.24,213.7915101156673
25,0.25,228.83502086202944
26,0.26,232.0612430902949
27,0.27,245.91878398038853
28,0.28,252.9018185240146
29,0.29,258.010775873476
30,0.3,270.15648531066404
31,0.31,281.7447108736317
32,0.32,288.01178161007823
33,0.33,290.906349107157
34,0.34,297.97255918715183
35,0.35000000000000003,308.2778264562278
36,0.36,317.031589289365
37,0.37,320.858887498374
38,0.38,333.2861520128365
39,0.39,337.9849747190215
40,0.4,346.19473996675976
41,0.41000000000000003,351.7784078930813
42,0.42,358.1677529590902
43,0.43,361.76739992638227
44,0.44,366.1347619451631
45,0.45,378.79739298956946
46,0.46,383.3703460729392
47,0.47000000000000003,387.99850518541456
48,0.48,398.2187572695074
49,0.49,402.22092365685313
50,0.5,406.2633124985649
51,0.51,407.89162073672736
52,0.52,420.3137741529488
53,0.53,422.8432384455084
54,0.54,427.0928850659405
55,0.55,433.9813341629187
56,0.56,439.2204839483025
57,0.5700000000000001,447.19803791135894
58,0.58,454.4107568025799
59,0.59,468.24962930696654
60,0.6,472.9556178951206
61,0.61,481.5459025056475
62,0.62,497.2045792485511
63,0.63,502.20157001901896
64,0.64,513.372437267971
65,0.65,517.4958899596346
66,0.66,526.8951587521594
67,0.67,534.3235710062289
68,0.68,536.4651462992648
69,0.6900000000000001,547.3024647808446
70,0.7000000000000001,560.5966201174675
71,0.71,570.7787267175335
72,0.72,577.6693346957586
73,0.73,595.2619910157795
74,0.74,606.073724140785
75,0.75,617.0818305853222
76,0.76,624.531423196283
77,0.77,635.8747765057328
78,0.78,643.5512430645687
79,0.79,650.0190427513235
80,0.8,671.1560475814197
81,0.81,683.346243127588
82,0.8200000000000001,701.3462373856697
83,0.8300000000000001,709.8130945977807
84,0.84,729.9687300432198
85,0.85,738.7811263706313
86,0.86,755.2144200546894
87,0.87,793.9351046021368
88,0.88,805.1283698314652
89,0.89,818.1140363832768
90,0.9,836.3119948137848
91,0.91,854.9147448458432
92,0.92,880.9507837796264
93,0.93,886.2523791307749
94,0.9400000000000001,900.5464697470951
95,0.9500000000000001,913.2427914348316
96,0.96,939.1749543061944
97,0.97,963.9137217390451
98,0.98,967.777099518182
99,0.99,991.2847208430245
100,1.0,1015.3633499553291
