,cdf,End to End Latency
0,0.0,0.477590911630712
1,0.01,0.7053926955125635
2,0.02,0.8001143897618219
3,0.03,0.8878073216415597
4,0.04,1.0212215481749303
5,0.05,1.1308839018714043
6,0.06,1.188865579208785
7,0.07,1.2523221839545662
8,0.08,1.324453065765462
9,0.09,1.3730020305046284
10,0.1,1.4176486464370954
11,0.11,1.4462870584241607
12,0.12,1.5023035583223343
13,0.13,1.5604896470601262
14,0.14,1.6437819691486164
15,0.15,1.707447693024871
16,0.16,1.752423499915616
17,0.17,1.8057927589526754
18,0.18,1.8166600885155442
19,0.19,1.8607873544510989
20,0.2,1.917456785292084
21,0.21,1.94448998012015
22,0.22,1.9837712966123267
23,0.23,2.031957748285002
24,0.24,2.0482786121223775
25,0.25,2.0730060314981573
26,0.26,2.110658003768114
27,0.27,2.1361384854316605
28,0.28,2.1532961381377436
29,0.29,2.1749371313575163
30,0.3,2.24117385048296
31,0.31,2.2727709585942875
32,0.32,2.2956126941242516
33,0.33,2.3797603491998274
34,0.34,2.3940818375695123
35,0.35000000000000003,2.4181427681107395
36,0.36,2.466992508849211
37,0.37,2.511800450612049
38,0.38,2.5370444732796087
39,0.39,2.577963679199555
40,0.4,2.6038726535920076
41,0.41000000000000003,2.624787188387335
42,0.42,2.661792655206801
43,0.43,2.715564451819129
44,0.44,2.7264484667722964
45,0.45,2.759362951279105
46,0.46,2.7870950192756454
47,0.47000000000000003,2.8320472131426966
48,0.48,2.8605097703600717
49,0.49,2.9008385634379037
50,0.5,2.9299924854513
51,0.51,2.9713008780636057
52,0.52,3.019224071275285
53,0.53,3.0802164638908716
54,0.54,3.1361623816169613
55,0.55,3.167681348114238
56,0.56,3.193124444067587
57,0.5700000000000001,3.231672777668404
58,0.58,3.2511211074615987
59,0.59,3.3035574346399446
60,0.6,3.3770410789667724
61,0.61,3.4109809174304306
62,0.62,3.4521592781909747
63,0.63,3.5078380878691298
64,0.64,3.5787011416990007
65,0.65,3.6583050254066505
66,0.66,3.7173086961066284
67,0.67,3.7848261088965587
68,0.68,3.822864256418379
69,0.6900000000000001,3.8767607692564843
70,0.7000000000000001,3.955076558125815
71,0.71,4.002823400834266
72,0.72,4.051146657413629
73,0.73,4.124727563252205
74,0.74,4.191254018859116
75,0.75,4.267379692251575
76,0.76,4.353586509461949
77,0.77,4.432660625040211
78,0.78,4.468264146107338
79,0.79,4.5041536377956355
80,0.8,4.558529099842427
81,0.81,4.641325584103023
82,0.8200000000000001,4.725625899458204
83,0.8300000000000001,4.840412893511524
84,0.84,4.948082030948682
85,0.85,5.119209560065252
86,0.86,5.296255469483194
87,0.87,5.424903241866135
88,0.88,5.534493593763969
89,0.89,5.70304407386125
90,0.9,5.912094052908851
91,0.91,6.092144182901027
92,0.92,6.353463621049604
93,0.93,6.573195736241272
94,0.9400000000000001,6.827783797542891
95,0.9500000000000001,7.007634159474639
96,0.96,7.381671963947672
97,0.97,8.190706853178607
98,0.98,8.926284417773203
99,0.99,9.806057049229992
100,1.0,14.4255420623445
