,cdf,End to End Latency
0,0.0,1.3730020305046284
1,0.01,2.0117394241690985
2,0.02,2.8320472131426966
3,0.03,3.438378216981691
4,0.04,3.643701027904027
5,0.05,3.8458703990350456
6,0.06,4.083685824646162
7,0.07,4.191254018859116
8,0.08,4.301655662290029
9,0.09,4.6879716973418635
10,0.1,4.801844058547309
11,0.11,4.918482416538498
12,0.12,5.048039952189776
13,0.13,5.191382550071836
14,0.14,5.285673540473237
15,0.15,5.306858583536214
16,0.16,5.317482925044794
17,0.17,5.403246963112457
18,0.18,5.601307621560588
19,0.19,5.818253245173273
20,0.2,5.9002816771787625
21,0.21,5.912094052908851
22,0.22,5.971511605862952
23,0.23,6.190402492891106
24,0.24,6.430164494903704
25,0.25,6.507791324173759
26,0.26,6.612753478397911
27,0.27,6.665867697530743
28,0.28,6.800527202798804
29,0.29,6.937907011436486
30,0.3,7.23550501761045
31,0.31,7.396450085997618
32,0.32,7.426095146818188
33,0.33,7.667573316938661
34,0.34,7.7137170650346265
35,0.35000000000000003,7.806839316902294
36,0.36,7.853821173087354
37,0.37,8.012478938530785
38,0.38,8.060698341786706
39,0.39,8.17434180452091
40,0.4,8.406457913215268
41,0.41000000000000003,8.457048296938083
42,0.42,8.62789206272654
43,0.43,8.890650583404684
44,0.44,9.070253699367509
45,0.45,9.346484142086805
46,0.46,9.459317636369587
47,0.47000000000000003,9.459317636369587
48,0.48,9.727921525607947
49,0.49,9.944307388293872
50,0.5,10.024180942248588
51,0.51,10.185857857444494
52,0.52,10.206249965267208
53,0.53,10.308824517083695
54,0.54,10.370863415444274
55,0.55,10.496063516370434
56,0.56,10.58036882420654
57,0.5700000000000001,10.708098135794422
58,0.58,10.77253987799119
59,0.59,10.968201331262502
60,0.6,11.21217571992615
61,0.61,11.257114254937344
62,0.62,11.347532389424481
63,0.63,11.484523124284905
64,0.64,11.73998246750052
65,0.65,11.953215563593659
66,0.66,12.219100403925715
67,0.67,12.416178496505779
68,0.68,12.465942689112822
69,0.6900000000000001,12.490899531333268
70,0.7000000000000001,12.768744501987658
71,0.71,13.026690338231735
72,0.72,13.263293886862
73,0.73,13.369825833082473
74,0.74,13.531230286753546
75,0.75,13.694583262267026
76,0.76,13.915458961687523
77,0.77,14.396719800481671
78,0.78,14.57052121891919
79,0.79,14.89462486176209
80,0.8,15.19551634446902
81,0.81,15.409749779612914
82,0.8200000000000001,15.910836569537713
83,0.8300000000000001,16.135154920887842
84,0.84,16.693183097513522
85,0.85,17.444082039670334
86,0.86,17.654672107675523
87,0.87,17.796475991051587
88,0.88,18.15598877486481
89,0.89,18.522764201112988
90,0.9,19.201732032677477
91,0.91,19.58963288116988
92,0.92,20.06547145173793
93,0.93,20.717950747111136
94,0.9400000000000001,20.9261696835151
95,0.9500000000000001,21.306251337243193
96,0.96,21.563466644293563
97,0.97,22.043119910414347
98,0.98,24.361415880691887
99,0.99,28.19093896461661
100,1.0,30.0541463852828
