,cdf,Time per Output Token
0,0.0,0.009981698271328322
1,0.01,0.01010220025664265
2,0.02,0.010326911497559349
3,0.03,0.01034758599505196
4,0.04,0.010472505084140854
5,0.05,0.010598932233063824
6,0.06,0.010987445197816132
7,0.07,0.011075697326653724
8,0.08,0.011164658304373295
9,0.09,0.011231847643044041
10,0.1,0.011435851495213556
11,0.11,0.011597079432065257
12,0.12,0.011784125140703235
13,0.13,0.011950263200893424
14,0.14,0.01199815999939721
15,0.15,0.012191674612501781
16,0.16,0.0123142030204406
17,0.17,0.012512814993719123
18,0.18,0.012638570917227877
19,0.19,0.01268922646132945
20,0.2,0.012765590709203124
21,0.21,0.01279114744735968
22,0.22,0.012868125059607022
23,0.23,0.012945565926055102
24,0.24,0.013075671070196661
25,0.25,0.013154360956436932
26,0.26,0.013260017943753182
27,0.27,0.01328656452622316
28,0.28,0.013446963825009393
29,0.29,0.013500859417599022
30,0.3,0.013554971024371348
31,0.31,0.013718610605023348
32,0.32,0.013746075290919292
33,0.33,0.013884225690625371
34,0.34,0.013912021938254242
35,0.35000000000000003,0.014136404638853238
36,0.36,0.014193063518509087
37,0.37,0.014307063456409525
38,0.38,0.01439316390890434
39,0.39,0.014450851882799777
40,0.4,0.014596085407384123
41,0.41000000000000003,0.014683925204981843
42,0.42,0.014742778553645742
43,0.43,0.014861193851189074
44,0.44,0.01513111745501912
45,0.45,0.015161409982456598
46,0.46,0.015222177095846093
47,0.47000000000000003,0.015313784737057837
48,0.48,0.015498657232031206
49,0.49,0.015560776036449356
50,0.5,0.015685761561915694
51,0.51,0.01574863028273627
52,0.52,0.0157801590720911
53,0.53,0.01600263507149086
54,0.54,0.016066773825145382
55,0.55,0.016325909852733606
56,0.56,0.016457041000491286
57,0.5700000000000001,0.01655608009968765
58,0.58,0.01662243706766539
59,0.59,0.016856787892786603
60,0.6,0.016992183099781375
61,0.61,0.01709444270450204
62,0.62,0.017266244767447207
63,0.63,0.017404928768170222
64,0.64,0.017934987941648994
65,0.65,0.017970893823414057
66,0.66,0.018042921381796924
67,0.67,0.018042921381796924
68,0.68,0.018260740813748913
69,0.6900000000000001,0.018370634647081274
70,0.7000000000000001,0.018555262656577566
71,0.71,0.01859241032956371
72,0.72,0.01870430016266761
73,0.73,0.01881686335304635
74,0.74,0.019044026039173982
75,0.75,0.01942874101419474
76,0.76,0.019467637392601538
77,0.77,0.01974210117114045
78,0.78,0.020020434467290085
79,0.79,0.020140918204014143
80,0.8,0.020506737348862922
81,0.81,0.0210048526860052
82,0.8200000000000001,0.021644545901765355
83,0.8300000000000001,0.021687878325993115
84,0.84,0.022214683962622186
85,0.85,0.022437945322961717
86,0.86,0.022799840005834144
87,0.87,0.022891222038540864
88,0.88,0.023730319444339266
89,0.89,0.024113058429846207
90,0.9,0.02460017468627383
91,0.91,0.02633117416354552
92,0.92,0.026755861530700437
93,0.93,0.02779214938654495
94,0.9400000000000001,0.028868573962298034
95,0.9500000000000001,0.029451758037343144
96,0.96,0.03096178247814911
97,0.97,0.03127295366952141
98,0.98,0.03307420398187371
99,0.99,0.03428656733728183
100,1.0,0.04600516867366751
