,cdf,End to End Latency
0,0.0,0.5010743777498001
1,0.01,0.6616618609077805
2,0.02,0.9130172266954232
3,0.03,1.075730025225413
4,0.04,1.2373841204054425
5,0.05,1.3458147597760142
6,0.06,1.4376353143770668
7,0.07,1.4549908689962683
8,0.08,1.4784579668761635
9,0.09,1.4963063445138756
10,0.1,1.5920136396420506
11,0.11,1.6938425998786681
12,0.12,1.7315200822950374
13,0.13,1.8202970456497094
14,0.14,1.8349178320566613
15,0.15,1.8719856435831073
16,0.16,1.8794885845364053
17,0.17,1.917456785292084
18,0.18,1.94448998012015
19,0.19,2.0037085362790896
20,0.2,2.0401018593561733
21,0.21,2.0771561937233787
22,0.22,2.1064409048594865
23,0.23,2.1318704764697594
24,0.24,2.1532961381377436
25,0.25,2.166254756264647
26,0.26,2.1792913598487225
27,0.27,2.1924064182094196
28,0.28,2.210016019913975
29,0.29,2.2144404764102994
30,0.3,2.2727709585942875
31,0.31,2.309427778702519
32,0.32,2.356081330234542
33,0.33,2.4424455151051148
34,0.34,2.4522348660781303
35,0.35000000000000003,2.501773313111739
36,0.36,2.5421236413942827
37,0.37,2.5831247676464013
38,0.38,2.5986701108275883
39,0.39,2.7047238859840874
40,0.4,2.7319068220611302
41,0.41000000000000003,2.7759689025580943
42,0.42,2.8263887771524017
43,0.43,2.871974727891617
44,0.44,2.906646048049391
45,0.45,2.9299924854513
46,0.46,2.977249428370039
47,0.47000000000000003,3.049567787821376
48,0.48,3.0617904921586314
49,0.49,3.225215889001734
50,0.5,3.2576298584274874
51,0.51,3.3035574346399446
52,0.52,3.3234383690351623
53,0.53,3.363559890509009
54,0.54,3.431508330434275
55,0.55,3.4798873259674807
56,0.56,3.5008294203608994
57,0.5700000000000001,3.536013352755416
58,0.58,3.5715508896676345
59,0.59,3.6219042701345794
60,0.6,3.643701027904027
61,0.61,3.6583050254066505
62,0.62,3.747166447391986
63,0.63,3.807603336493475
64,0.64,3.8845220520778194
65,0.65,3.9000912631390414
66,0.66,4.018866765122815
67,0.67,4.0592570611321745
68,0.68,4.0918613718426515
69,0.6900000000000001,4.116486349339613
70,0.7000000000000001,4.191254018859116
71,0.71,4.28448340133504
72,0.72,4.293060945682057
73,0.73,4.388554900259019
74,0.74,4.477209619873319
75,0.75,4.540331397046352
76,0.76,4.6879716973418635
77,0.77,4.801844058547309
78,0.78,4.840412893511524
79,0.79,4.948082030948682
80,0.8,5.2330801925542945
81,0.81,5.275112754178585
82,0.8200000000000001,5.360193416860125
83,0.8300000000000001,5.446646319245281
84,0.84,5.578947134409136
85,0.85,5.612521450632782
86,0.86,5.646297818369505
87,0.87,5.714461579514626
88,0.88,5.85326771468095
89,0.89,6.043601443110486
90,0.9,6.141076822258666
91,0.91,6.4173170133954045
92,0.92,6.481812143218157
93,0.93,6.951796715163086
94,0.9400000000000001,7.092232371684557
95,0.9500000000000001,7.322854153566432
96,0.96,7.470785670094238
97,0.97,7.885299382720762
98,0.98,8.4401510975436
99,0.99,9.16141129508
100,1.0,10.145195790810053
