,cdf,End to End Latency
0,0.0,0.2053578878323367
1,0.01,0.29141674846916216
2,0.02,0.340615549342025
3,0.03,0.3675114392263639
4,0.04,0.39891743779082556
5,0.05,0.45611935437441303
6,0.06,0.48919175060943004
7,0.07,0.49410821108627984
8,0.08,0.5020775296572072
9,0.09,0.5101753829034544
10,0.1,0.5246621669728105
11,0.11,0.5288762997691312
12,0.12,0.5593383600600117
13,0.13,0.5683597555362344
14,0.14,0.5798413880809572
15,0.15,0.6010959722046929
16,0.16,0.6144666259625539
17,0.17,0.6181645095079459
18,0.18,0.6256271725359933
19,0.19,0.6421067912162779
20,0.2,0.6643138095968409
21,0.21,0.6656437671736114
22,0.22,0.6763797296942432
23,0.23,0.6900435112012945
24,0.24,0.7025767594186371
25,0.25,0.7068048931011771
26,0.26,0.7153376488040041
27,0.27,0.7225269141045048
28,0.28,0.735650157800279
29,0.29,0.7385986524723295
30,0.3,0.767205498602922
31,0.31,0.7937390080474679
32,0.32,0.7985157596124476
33,0.33,0.8017162203719557
34,0.34,0.8033212578501778
35,0.35000000000000003,0.8195494291943966
36,0.36,0.8211901687923834
37,0.37,0.8311038170484454
38,0.38,0.8428211040198946
39,0.39,0.8615686413230238
40,0.4,0.8719697503269105
41,0.41000000000000003,0.8824964245653265
42,0.42,0.8842631841740659
43,0.43,0.8967299365517066
44,0.44,0.9111930164522756
45,0.45,0.9221932054484151
46,0.46,0.9351947128530309
47,0.47000000000000003,0.9408227502341979
48,0.48,0.9598286369154478
49,0.49,0.971415969367891
50,0.5,0.9989999999999999
51,0.51,1.0090401202805528
52,0.52,1.0314849988023262
53,0.53,1.0565401057749682
54,0.54,1.0692949674076622
55,0.55,1.1062761258696154
56,0.56,1.112933737706719
57,0.5700000000000001,1.1308839018714043
58,0.58,1.1354164981388284
59,0.59,1.1629961351208513
60,0.6,1.1817537402154101
61,0.61,1.1936305667356866
62,0.62,1.2275245350813824
63,0.63,1.2349118244605763
64,0.64,1.2473228987883653
65,0.65,1.2523221839545662
66,0.66,1.2930445910075101
67,0.67,1.3165301372841156
68,0.68,1.343125819197041
69,0.6900000000000001,1.3458147597760142
70,0.7000000000000001,1.3785050391409108
71,0.71,1.4204867818653981
72,0.72,1.429035325391059
73,0.73,1.4462870584241607
74,0.74,1.4608224898824047
75,0.75,1.4873553831999564
76,0.76,1.5295898715599905
77,0.77,1.5387950016325629
78,0.78,1.554260153688123
79,0.79,1.5888327932091992
80,0.8,1.7142911638952403
81,0.81,1.7349865889662988
82,0.8200000000000001,1.7559318552708023
83,0.8300000000000001,1.8349178320566613
84,0.84,1.89079941838295
85,0.85,1.94448998012015
86,0.86,1.9640324358606267
87,0.87,2.007719964780149
88,0.88,2.1361384854316605
89,0.89,2.1836543055140853
90,0.9,2.24117385048296
91,0.91,2.360798209774551
92,0.92,2.3988747942012836
93,0.93,2.5986701108275883
94,0.9400000000000001,2.6090856118574575
95,0.9500000000000001,2.871974727891617
96,0.96,2.9358583362730246
97,0.97,3.019224071275285
98,0.98,3.1111731643789633
99,0.99,3.76218513553916
100,1.0,4.641325584103023
