,cdf,Number of Output Tokens
0,0.0,7.996469989602652
1,0.01,13.000662984908592
2,0.02,21.99907771279114
3,0.03,28.022299698332315
4,0.04,29.99409814075676
5,0.05,37.003063394656856
6,0.06,45.0152251403878
7,0.07,56.99712612291374
8,0.08,61.99172297111608
9,0.09,69.0617416948185
10,0.1,74.96347080859108
11,0.11,85.02973178204074
12,0.12,97.02813859078891
13,0.13,102.00287933571242
14,0.14,108.09398292749972
15,0.15,129.93068582944278
16,0.16,147.96875929938696
17,0.17,154.00748097611634
18,0.18,158.06418546692328
19,0.19,167.8383321854717
20,0.2,185.86140130386502
21,0.21,191.90515245376974
22,0.22,198.1454313803173
23,0.23,204.17986018982324
24,0.24,228.83502086202944
25,0.25,231.13485182685199
26,0.26,248.88758757374526
27,0.27,251.8922314336864
28,0.28,256.9807937641828
29,0.29,260.0831411798713
30,0.3,280.059303325453
31,0.31,286.8620351263518
32,0.32,295.00768170169414
33,0.33,302.1735144877931
34,0.34,307.0471776786069
35,0.35000000000000003,315.7659953856089
36,0.36,318.9394974618649
37,0.37,327.99600584261776
38,0.38,333.2861520128365
39,0.39,346.8878225292558
40,0.4,351.7784078930813
41,0.41000000000000003,358.1677529590902
42,0.42,363.2173680122917
43,0.43,369.81447871074994
44,0.44,384.1378542732855
45,0.45,391.1149433975681
46,0.46,399.01599201879577
47,0.47000000000000003,402.22092365685313
48,0.48,408.7082205780416
49,0.49,420.3137741529488
50,0.5,427.0928850659405
51,0.51,433.1142385901656
52,0.52,434.8501656627444
53,0.53,446.3045353381095
54,0.54,449.8892927265958
55,0.55,462.6642114256402
56,0.56,472.0106516255998
57,0.5700000000000001,480.5837728303115
58,0.58,496.21116350579666
59,0.59,503.2069785676056
60,0.6,512.3467181125903
61,0.61,517.4958899596346
62,0.62,522.6968118614232
63,0.63,525.8424211722349
64,0.64,535.3932878651003
65,0.65,535.3932878651003
66,0.66,541.8567124605947
67,0.67,546.208953362701
68,0.68,565.0993816105905
69,0.6900000000000001,568.5001712002539
70,0.7000000000000001,575.3632717888522
71,0.71,585.8135848247916
72,0.72,596.4537067135088
73,0.73,619.5551019771759
74,0.74,630.808070451414
75,0.75,646.1306041796962
76,0.76,660.5029989225147
77,0.77,676.5468321464293
78,0.78,680.6183167357875
79,0.79,692.9803753110061
80,0.8,705.5669657397743
81,0.81,712.6580340100571
82,0.8200000000000001,731.4301289021654
83,0.8300000000000001,735.8319032605918
84,0.84,741.7421700023338
85,0.85,770.4707684837989
86,0.86,775.1074908973536
87,0.87,784.4648155675877
88,0.88,800.3120613813115
89,0.89,808.3553340121885
90,0.9,824.6852004749147
91,0.91,846.4081981829768
92,0.92,853.2066234775198
93,0.93,880.9507837796264
94,0.9400000000000001,886.2523791307749
95,0.9500000000000001,900.5464697470951
96,0.96,911.4181305128837
97,0.97,948.6138226802849
98,0.98,961.9878201971088
99,0.99,1001.2473012529721
100,1.0,1015.3633499553291
