,cdf,Number of Output Tokens
0,0.0,8.997981121446852
1,0.01,13.999202723426244
2,0.02,22.988648370853415
3,0.03,28.991440241586453
4,0.04,30.969431716511867
5,0.05,37.9777595100358
6,0.06,46.01653444375361
7,0.07,58.03236392716473
8,0.08,62.99156830465424
9,0.09,70.03540615115575
10,0.1,76.02034057843467
11,0.11,86.05623561054385
12,0.12,98.00328792216996
13,0.13,103.02802565952958
14,0.14,108.96220333143697
15,0.15,130.9743005569187
16,0.16,148.8592409254445
17,0.17,154.93430385909508
18,0.18,159.01542175195067
19,0.19,168.8483896575149
20,0.2,186.97992229193082
21,0.21,193.0600449663177
22,0.22,198.93960065020914
23,0.23,204.99821552289328
24,0.24,230.21215872843447
25,0.25,232.0612430902949
26,0.26,249.8851320153791
27,0.27,252.9018185240146
28,0.28,258.010775873476
29,0.29,261.1255575348845
30,0.3,281.18178437837963
31,0.31,288.01178161007823
32,0.32,296.1900760347728
33,0.33,302.7784664687497
34,0.34,308.2778264562278
35,0.35000000000000003,317.031589289365
36,0.36,320.2178108000755
37,0.37,329.31061777524167
38,0.38,333.95339155640573
39,0.39,348.97540664990424
40,0.4,353.1883399788932
41,0.41000000000000003,361.0445879385174
42,0.42,364.67314758771215
43,0.43,380.3156174923088
44,0.44,385.677483409021
45,0.45,398.2187572695074
46,0.46,402.22092365685313
47,0.47000000000000003,407.89162073672736
48,0.48,420.3137741529488
49,0.49,422.8432384455084
50,0.5,427.94792587688335
51,0.51,434.8501656627444
52,0.52,436.5930503518891
53,0.53,450.78997199131373
54,0.54,454.4107568025799
55,0.55,470.12637944772524
56,0.56,479.6235654919891
57,0.5700000000000001,495.2197326096817
58,0.58,501.19817027872114
59,0.59,505.2238381842498
60,0.6,517.4958899596346
61,0.61,519.5700197048338
62,0.62,523.7432519252098
63,0.63,529.0069608796209
64,0.64,536.4651462992648
65,0.65,536.4651462992648
66,0.66,547.3024647808446
67,0.67,566.2307117039051
68,0.68,569.6383096811354
69,0.6900000000000001,571.9214268711221
70,0.7000000000000001,586.9863847944102
71,0.71,602.4481681321131
72,0.72,619.5551019771759
73,0.73,632.0709494713368
74,0.74,638.4233702506511
75,0.75,660.5029989225147
76,0.76,677.9012802588346
77,0.77,683.346243127588
78,0.78,691.5957991365584
79,0.79,704.157241532502
80,0.8,718.3821661902196
81,0.81,731.4301289021654
82,0.8200000000000001,738.7811263706313
83,0.8300000000000001,756.7263608355797
84,0.84,782.8974532987214
85,0.85,792.3488206768578
86,0.86,801.9142877304234
87,0.87,818.1140363832768
88,0.88,836.3119948137848
89,0.89,853.2066234775198
90,0.9,868.7034004475807
91,0.91,882.7144490124185
92,0.92,886.2523791307749
93,0.93,900.5464697470951
94,0.9400000000000001,913.2427914348316
95,0.9500000000000001,950.5129494524176
96,0.96,956.2331725645455
97,0.97,965.8434789397239
98,0.98,971.6559617618789
99,0.99,1001.2473012529721
100,1.0,1015.3633499553291
