,cdf,End to End Latency
0,0.0,1.2423435708284598
1,0.01,1.8385913412299477
2,0.02,2.567672417297822
3,0.03,3.193124444067587
4,0.04,3.277234398920775
5,0.05,3.3838019219677067
6,0.06,3.5715508896676345
7,0.07,3.76218513553916
8,0.08,3.8767607692564843
9,0.09,4.19964491779577
10,0.1,4.362302398369781
11,0.11,4.432660625040211
12,0.12,4.495154329828011
13,0.13,4.632052206312607
14,0.14,4.641325584103023
15,0.15,4.697357026065271
16,0.16,4.754064896007301
17,0.17,4.850103409814849
18,0.18,4.889059868144551
19,0.19,4.95798810108071
20,0.2,5.129458227853169
21,0.21,5.264573068356051
22,0.22,5.370924534811798
23,0.23,5.414064274349919
24,0.24,5.435763909017018
25,0.25,5.578947134409136
26,0.26,5.668928247871556
27,0.27,5.7488514268274225
28,0.28,5.983466584052867
29,0.29,6.0678242703145076
30,0.3,6.29024558078405
31,0.31,6.443037697095705
32,0.32,6.494788744105482
33,0.33,6.6925845753596445
34,0.34,6.75984619109977
35,0.35000000000000003,6.9240450593656835
36,0.36,6.951796715163086
37,0.37,7.177851878292304
38,0.38,7.19222195212272
39,0.39,7.35220424100549
40,0.4,7.396450085997618
41,0.41000000000000003,7.515745142640555
42,0.42,7.591279662390397
43,0.43,7.7446337357194635
44,0.44,7.853821173087354
45,0.45,7.9169037573966206
46,0.46,7.964547985574301
47,0.47000000000000003,8.141709734075786
48,0.48,8.289587465485916
49,0.49,8.50794313551592
50,0.5,8.66247275778687
51,0.51,8.802187102681108
52,0.52,8.855158999729996
53,0.53,8.944154857048025
54,0.54,9.034045137901533
55,0.55,9.179752458833915
56,0.56,9.272010535743222
57,0.5700000000000001,9.440417900832385
58,0.58,9.459317636369587
59,0.59,9.535295709864458
60,0.6,9.689087546298113
61,0.61,9.74739684397753
62,0.62,9.884820164268726
63,0.63,10.004152608697645
64,0.64,10.329462804405184
65,0.65,10.39162590476448
66,0.66,10.47509236049357
67,0.67,10.559229226156177
68,0.68,10.729535769699918
69,0.6900000000000001,11.078433624182619
70,0.7000000000000001,11.145104059445735
71,0.71,11.30223290413684
72,0.72,11.461577024136483
73,0.73,11.599944539232464
74,0.74,11.953215563593659
75,0.75,12.09751828314596
76,0.76,12.219100403925715
77,0.77,12.591227537970854
78,0.78,12.794307554043687
79,0.79,13.052769798368335
80,0.8,13.31645332813255
81,0.81,13.423412255673567
82,0.8200000000000001,13.612661745700427
83,0.8300000000000001,14.111645554323536
84,0.84,14.687552930358212
85,0.85,14.746420818989014
86,0.86,15.19551634446902
87,0.87,15.502486240375733
88,0.88,15.752521047972564
89,0.89,15.942690096203455
90,0.9,16.29731597809612
91,0.91,16.962422286585962
92,0.92,17.270510465714064
93,0.93,18.26525220643967
94,0.9400000000000001,18.559846812126228
95,0.9500000000000001,18.859192843126735
96,0.96,18.972688183552638
97,0.97,19.58963288116988
98,0.98,20.635244439444325
99,0.99,23.31275299475424
100,1.0,26.549225954329337
