Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,28.51,38.18,60.58,197.77,2477.63,5954.65,9543.82,15485.58
SGLang deterministic,62.70,85.10,147.07,380.91,7855.57,19318.38,30566.75,50618.61
LLM-42 @2%,28.82,39.12,61.73,193.12,2550.24,6169.83,9845.87,16027.22
LLM-42 @5%,28.97,40.12,61.89,188.96,2622.11,6336.76,10169.30,16438.38
LLM-42 @10%,29.65,41.89,63.97,214.01,2800.91,6774.24,10812.71,17595.35
LLM-42 @20%,34.80,50.27,73.41,194.30,3884.08,9317.06,15091.68,24862.34
LLM-42 @50%,46.35,61.48,83.60,248.15,7248.15,17582.15,27805.10,45251.24
LLM-42 @100%,50.83,65.65,89.77,248.95,8935.63,21880.73,34608.55,55993.70
