Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,27.92,36.34,55.44,166.30,2259.88,5440.67,8759.11,14253.42
SGLang deterministic,60.47,80.30,131.00,343.09,7030.26,17583.06,28028.48,47825.53
LLM-42 @2%,28.05,36.99,57.16,165.59,2308.32,5555.93,8952.78,14563.54
LLM-42 @5%,28.27,37.67,57.52,176.05,2384.96,5742.87,9278.84,15087.32
LLM-42 @10%,28.82,38.84,58.80,169.34,2511.24,6007.60,9628.20,15572.99
LLM-42 @20%,31.15,44.54,64.58,188.86,3087.83,7486.97,12042.80,20032.68
LLM-42 @50%,43.60,57.58,77.18,217.10,6302.06,15223.12,24359.11,39465.84
LLM-42 @100%,47.97,61.50,80.74,223.19,8271.97,20147.38,31712.20,51660.43
