Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,457.32,733.02,1119.67,2153.49,7186.46,10531.56,14265.25,21938.48
Global-deterministic,64733.81,91477.74,113984.96,129338.01,90524.10,120932.54,141631.73,162673.78
LLM-42 @2%,449.66,723.58,1103.68,2100.41,7270.18,10565.06,14222.21,21824.70
LLM-42 @5%,456.71,726.97,1110.45,2198.13,7428.26,10834.97,14686.84,22291.98
LLM-42 @10%,448.34,717.83,1087.86,2100.20,7523.40,10929.42,14930.32,22543.28
LLM-42 @20%,455.83,724.32,1083.04,2319.52,7814.06,11367.98,15655.30,23500.84
LLM-42 @50%,453.70,710.51,1063.23,2986.06,8679.90,12811.21,17534.28,27289.35
LLM-42 @100%,472.74,756.81,1230.77,5553.65,11113.17,16579.50,22881.40,34829.88
