Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,29.88,41.19,64.03,160.37,2835.73,6629.33,10565.48,17220.51
Global-deterministic,76.55,104.96,170.55,365.59,10525.83,26518.87,41777.23,71377.01
LLM-42 @2%,30.20,42.61,65.80,170.46,3018.49,7082.38,11385.58,18751.01
LLM-42 @5%,30.87,42.98,67.49,155.79,3104.22,7396.18,11795.19,19333.31
LLM-42 @10%,30.91,44.60,68.98,167.34,3271.68,7626.97,12155.06,19952.17
LLM-42 @20%,41.26,58.08,80.57,192.22,4804.60,12124.32,19367.26,33164.95
LLM-42 @50%,54.18,71.97,95.22,255.68,8902.60,22293.40,35255.82,58390.42
LLM-42 @100%,54.65,70.17,95.31,205.15,10166.58,24916.15,39333.04,65366.22
