Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,28.37,38.38,58.82,151.12,2590.30,6015.45,9640.89,15711.09
Global-deterministic,62.00,85.85,139.95,303.68,7563.53,18544.89,29299.71,48413.05
LLM-42 @2%,29.03,40.63,62.35,144.85,2738.07,6393.58,10287.68,16845.17
LLM-42 @5%,29.76,41.46,63.21,156.27,2842.80,6688.45,10688.65,17249.18
LLM-42 @10%,30.15,42.46,62.62,154.75,2913.27,6791.88,10916.05,17495.27
LLM-42 @20%,31.66,47.33,70.07,166.45,3392.16,8090.29,13017.74,21701.10
LLM-42 @50%,48.94,64.68,83.06,187.10,7938.78,19537.29,30920.22,50212.55
LLM-42 @100%,51.26,65.49,85.65,199.78,9021.65,21617.59,34396.70,55162.50
