Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,27.09,34.90,50.81,134.60,2143.20,5019.87,8101.24,13172.62
Global-deterministic,53.69,70.90,108.38,244.38,4663.55,11100.63,17758.17,28149.72
LLM-42 @2%,27.38,35.82,52.06,134.34,2215.49,5163.99,8353.49,13527.50
LLM-42 @5%,27.67,36.27,53.75,132.29,2249.75,5308.84,8621.62,13953.58
LLM-42 @10%,27.78,36.96,53.14,132.53,2338.07,5444.63,8886.29,14302.19
LLM-42 @20%,28.76,40.08,56.06,141.36,2639.47,6150.94,9944.38,16700.78
LLM-42 @50%,38.34,51.93,68.40,158.72,4874.51,11726.68,18754.06,31440.80
LLM-42 @100%,45.23,57.71,73.77,168.08,7761.44,18634.62,29343.47,46169.46
