Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,382.88,601.06,889.39,1571.26,4818.62,6795.96,8769.09,12753.93
Global-deterministic,740.54,1261.10,1995.77,4952.03,15627.04,21452.24,28250.45,39299.81
LLM-42 @2%,377.87,593.66,875.84,1549.30,4848.62,6806.92,8811.63,12715.26
LLM-42 @5%,384.15,601.08,886.05,1548.58,4907.81,6934.16,9016.94,12862.05
LLM-42 @10%,378.19,590.94,853.07,1499.60,4968.14,6998.39,9127.27,13274.29
LLM-42 @20%,383.38,595.51,853.54,1511.76,5103.82,7226.48,9431.04,13712.20
LLM-42 @50%,378.51,583.36,804.97,1407.06,5435.32,7671.25,10027.67,14651.85
LLM-42 @100%,378.11,578.89,793.97,1365.70,6015.88,8507.09,11189.20,17121.76
