Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,360.68,555.56,780.31,1441.08,4099.52,5693.81,7259.80,10377.71
Global-deterministic,618.76,980.20,1489.52,2527.36,12195.38,16383.36,20816.01,29462.59
LLM-42 @2%,359.26,550.20,775.78,1427.79,4145.53,5750.64,7330.13,10446.12
LLM-42 @5%,361.71,554.22,773.47,1434.85,4174.69,5788.95,7436.35,10579.61
LLM-42 @10%,357.31,548.36,764.62,1366.68,4217.76,5880.79,7593.00,10752.03
LLM-42 @20%,360.92,551.11,764.49,1393.88,4310.40,6022.14,7823.33,10959.99
LLM-42 @50%,357.42,544.99,744.25,1321.56,4594.13,6348.07,8259.31,11937.13
LLM-42 @100%,357.39,540.12,734.35,1240.63,4947.04,6874.00,8943.34,12869.53
