Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,27.09,34.90,50.81,134.60,2143.20,5019.87,8101.24,13172.62
Global-deterministic,53.69,70.90,108.38,244.38,4663.55,11100.63,17758.17,28149.72
LLM-42 @2%,27.49,36.06,51.87,131.41,2240.84,5257.79,8524.01,13804.16
LLM-42 @5%,27.77,37.00,54.36,138.99,2322.33,5479.24,8871.19,14322.76
LLM-42 @10%,27.99,37.88,54.52,134.72,2398.13,5592.40,9092.22,14601.73
LLM-42 @20%,28.67,39.71,57.70,144.53,2519.10,5854.08,9492.68,15336.84
LLM-42 @50%,42.11,55.31,72.93,172.53,5466.32,13489.83,21251.02,35711.71
LLM-42 @100%,46.50,59.37,75.59,177.38,7704.69,18337.53,29115.09,45843.69
