Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,28.37,38.38,58.82,151.12,2590.30,6015.45,9640.89,15711.09
Global-deterministic,62.00,85.85,139.95,303.68,7563.53,18544.89,29299.71,48413.05
LLM-42 @2%,28.74,39.48,59.75,150.80,2664.88,6248.60,10024.50,16349.48
LLM-42 @5%,29.28,40.41,62.15,151.08,2760.62,6515.76,10388.66,16879.29
LLM-42 @10%,29.67,42.26,63.42,155.21,2905.75,6741.27,10897.61,17655.15
LLM-42 @20%,33.88,49.50,72.54,170.05,3918.00,9461.16,15016.49,24871.79
LLM-42 @50%,46.62,62.12,84.17,198.00,7258.79,17801.59,28119.97,46902.98
LLM-42 @100%,50.90,65.66,88.09,245.64,9037.83,21641.24,34335.30,55145.78
