Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,360.68,555.56,780.31,1441.08,4099.52,5693.81,7259.80,10377.71
Global-deterministic,618.76,980.20,1489.52,2527.36,12195.38,16383.36,20816.01,29462.59
LLM-42 @2%,358.31,550.00,769.65,1425.14,4121.05,5719.69,7294.92,10420.81
LLM-42 @5%,364.25,557.36,788.89,1456.26,4203.11,5857.68,7490.24,10659.21
LLM-42 @10%,357.93,546.51,765.41,1389.32,4221.91,5865.52,7549.38,10693.91
LLM-42 @20%,363.50,554.24,774.30,1413.12,4390.81,6124.51,7913.97,11122.34
LLM-42 @50%,360.27,547.77,747.90,1338.11,4587.02,6352.09,8182.24,11487.99
LLM-42 @100%,359.59,542.75,735.46,1241.12,4823.77,6701.33,8658.65,12262.29
