Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,382.88,601.06,889.39,1571.26,4818.62,6795.96,8769.09,12753.93
Global-deterministic,740.54,1261.10,1995.77,4952.03,15627.04,21452.24,28250.45,39299.81
LLM-42 @2%,379.15,593.77,876.74,1552.25,4832.02,6805.27,8834.20,12839.74
LLM-42 @5%,386.04,605.58,899.38,1553.80,4980.30,7021.28,9120.08,13139.91
LLM-42 @10%,379.96,592.29,862.07,1502.66,5004.23,7040.81,9198.48,13469.71
LLM-42 @20%,385.72,600.87,860.59,1522.48,5204.14,7363.02,9560.16,14018.29
LLM-42 @50%,380.18,585.56,809.22,1410.29,5439.56,7609.35,9870.73,14328.90
LLM-42 @100%,378.61,582.10,797.56,1373.82,5792.56,8133.09,10636.63,15857.43
