,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.000880515659854962
2,0.02,0.00799449491606656
3,0.03,0.01145874609280157
4,0.04,0.012094530278658418
5,0.05,0.012714630318108891
6,0.06,0.013691200793624706
7,0.07,0.01385648497995479
8,0.08,0.01399574501585511
9,0.09,0.014108160074140246
10,0.1,0.014193063518509087
11,0.11,0.014249949487635409
12,0.12,0.014278477915038083
13,0.13,0.014307063456409525
14,0.14,0.014335706226092027
15,0.15,0.014364406338656776
16,0.16,0.01439316390890434
17,0.17,0.01439316390890434
18,0.18,0.01442197905186511
19,0.19,0.01442197905186511
20,0.2,0.014450851882799777
21,0.21,0.014450851882799777
22,0.22,0.014479782517199776
23,0.23,0.014479782517199776
24,0.24,0.014508771070787758
25,0.25,0.014508771070787758
26,0.26,0.014508771070787758
27,0.27,0.014537817659518063
28,0.28,0.014537817659518063
29,0.29,0.014537817659518063
30,0.3,0.014566922399577159
31,0.31,0.014566922399577159
32,0.32,0.014566922399577159
33,0.33,0.014596085407384123
34,0.34,0.014596085407384123
35,0.35000000000000003,0.014596085407384123
36,0.36,0.0146253067995911
37,0.37,0.0146253067995911
38,0.38,0.0146253067995911
39,0.39,0.014654586693083775
40,0.4,0.014654586693083775
41,0.41000000000000003,0.014654586693083775
42,0.42,0.014683925204981843
43,0.43,0.014683925204981843
44,0.44,0.014713322452639456
45,0.45,0.014713322452639456
46,0.46,0.014713322452639456
47,0.47000000000000003,0.014742778553645742
48,0.48,0.014742778553645742
49,0.49,0.014772293625825215
50,0.5,0.014772293625825215
51,0.51,0.01480186778723828
52,0.52,0.01480186778723828
53,0.53,0.014831501156181702
54,0.54,0.014831501156181702
55,0.55,0.014861193851189074
56,0.56,0.014861193851189074
57,0.5700000000000001,0.014890945991031294
58,0.58,0.014890945991031294
59,0.59,0.014920757694717035
60,0.6,0.014920757694717035
61,0.61,0.014950629081493246
62,0.62,0.014980560270845588
63,0.63,0.014980560270845588
64,0.64,0.015010551382498934
65,0.65,0.015040602536417851
66,0.66,0.015040602536417851
67,0.67,0.015070713852807076
68,0.68,0.015100885452111988
69,0.6900000000000001,0.01513111745501912
70,0.7000000000000001,0.015161409982456598
71,0.71,0.015161409982456598
72,0.72,0.01519176315559465
73,0.73,0.015222177095846093
74,0.74,0.015283187764556231
75,0.75,0.015313784737057837
76,0.76,0.015344442964759656
77,0.77,0.015405943676541549
78,0.78,0.015436786406624717
79,0.79,0.015498657232031206
80,0.8,0.015560776036449356
81,0.81,0.015623143813782043
82,0.8200000000000001,0.015685761561915694
83,0.8300000000000001,0.01574863028273627
84,0.84,0.015875124670076096
85,0.85,0.01600263507149086
86,0.86,0.016163464281624563
87,0.87,0.016325909852733606
88,0.88,0.0164899880295213
89,0.89,0.016722471526689982
90,0.9,0.016992183099781375
91,0.91,0.017370153685716334
92,0.92,0.017756531770734444
93,0.93,0.018115237627499264
94,0.9400000000000001,0.018407412694422778
95,0.9500000000000001,0.01923542174694104
96,0.96,0.03228987245080231
97,0.97,0.04817083562857485
98,0.98,0.05377204941949993
99,0.99,0.2885171024118929
100,1.0,1.3377640448307597
