,cdf,End to End Latency
0,0.0,0.09995839119153355
1,0.01,0.10871763748265317
2,0.02,0.15396944217894318
3,0.03,0.1742958593996865
4,0.04,0.1899487360163596
5,0.05,0.2320039255463567
6,0.06,0.2679376595898997
7,0.07,0.28167512185208793
8,0.08,0.3602342227531751
9,0.09,0.38635416008546986
10,0.1,0.4210512206982999
11,0.11,0.43735905912082623
12,0.12,0.4980769318142944
13,0.13,0.5798413880809572
14,0.14,0.5880162608257326
15,0.15,0.6818124713346724
16,0.16,0.6983739185921765
17,0.17,0.7239734144330422
18,0.18,0.7595716738113635
19,0.19,0.7905703924151583
20,0.2,0.8162777780515558
21,0.21,0.9166766107108517
22,0.22,0.9930239441038321
23,0.23,1.0110602206214547
24,0.24,1.0565401057749682
25,0.25,1.077883638889528
26,0.26,1.1399672611065563
27,0.27,1.1560390481233447
28,0.28,1.1912456904784723
29,0.29,1.2473228987883653
30,0.3,1.282741498166238
31,0.31,1.3034304391991374
32,0.32,1.3757507833184515
33,0.33,1.395146755757354
34,0.34,1.4063526975408829
35,0.35000000000000003,1.4405134631545986
36,0.36,1.4814178426857254
37,0.37,1.5113444783231587
38,0.38,1.5357204861447855
39,0.39,1.5604896470601262
40,0.4,1.6080136480807765
41,0.41000000000000003,1.6470728239417067
42,0.42,1.6702940203134657
43,0.43,1.680345913309295
44,0.44,1.76296965124604
45,0.45,1.7842527372750259
46,0.46,1.8130303980289995
47,0.47000000000000003,1.8607873544510989
48,0.48,1.8983777651717124
49,0.49,1.9136257028039878
50,0.5,1.9561919948396675
51,0.51,1.9957097077897805
52,0.52,2.0117394241690985
53,0.53,2.0198024999542694
54,0.54,2.0647305665774707
55,0.55,2.102232231722904
56,0.56,2.140415038956048
57,0.5700000000000001,2.1792913598487225
58,0.58,2.1924064182094196
59,0.59,2.2501565022056855
60,0.6,2.323326002985665
61,0.61,2.332637921522763
62,0.62,2.3513738750292785
63,0.63,2.360798209774551
64,0.64,2.4036773463418264
65,0.65,2.4375655040859234
66,0.66,2.526916561338285
67,0.67,2.5574222382369314
68,0.68,2.6038726535920076
69,0.6900000000000001,2.667121569431439
70,0.7000000000000001,2.742856337430598
71,0.71,2.798265729602692
72,0.72,2.8038678631954896
73,0.73,2.854794466123588
74,0.74,2.8662365166470787
75,0.75,2.9124651592566972
76,0.76,2.9417359305398376
77,0.77,2.9713008780636057
78,0.78,2.977249428370039
79,0.79,3.0925620084900887
80,0.8,3.167681348114238
81,0.81,3.212340788521787
82,0.8200000000000001,3.2576298584274874
83,0.8300000000000001,3.3838019219677067
84,0.84,3.431508330434275
85,0.85,3.438378216981691
86,0.86,3.528948391011649
87,0.87,3.5430924585667385
88,0.88,3.5644149238541125
89,0.89,3.643701027904027
90,0.9,3.7173086961066284
91,0.91,3.869014993493735
92,0.92,3.947174307260429
93,0.93,4.043052458297918
94,0.9400000000000001,4.124727563252205
95,0.9500000000000001,4.250344261379744
96,0.96,4.258853459100224
97,0.97,4.310267585537856
98,0.98,4.468264146107338
99,0.99,4.622797356749544
100,1.0,5.0379539582793065
