,cdf,Number of Prompt Tokens
0,0.0,1.9997051226201907
1,0.01,12.001124195202623
2,0.02,13.999202723426244
3,0.03,19.985369849237582
4,0.04,24.022732262610404
5,0.05,33.01627645128441
6,0.06,40.976582199748535
7,0.07,48.95986089487216
8,0.08,54.98172381112103
9,0.09,60.03939109153555
10,0.1,67.0206580966104
11,0.11,78.02278912874269
12,0.12,94.91682840557759
13,0.13,103.02802565952958
14,0.14,115.93168373917126
15,0.15,130.9743005569187
16,0.16,158.06418546692328
17,0.17,165.83630770304308
18,0.18,182.18109776244162
19,0.19,230.21215872843447
20,0.2,260.0831411798713
21,0.21,313.2499442074822
22,0.22,358.8848055175669
23,0.23,388.77527896956957
24,0.24,450.78997199131373
25,0.25,501.19817027872114
26,0.26,551.6984464458608
27,0.27,622.0382862704862
28,0.28,652.6243268853126
29,0.29,740.2601676646667
30,0.3,797.1172060413226
31,0.31,888.0266581680738
32,0.32,900.5464697470951
33,0.33,922.4210371519016
34,0.34,942.9391788081977
35,0.35000000000000003,973.6012189425833
36,0.36,997.2503100274024
37,0.37,1035.87505714432
38,0.38,1058.9168464191357
39,0.39,1122.1500830555203
40,0.4,1186.7833507976663
41,0.41000000000000003,1218.0443604465574
42,0.42,1255.1393463300678
43,0.43,1303.7524571619513
44,0.44,1356.9596223867638
45,0.45,1392.7032379506984
46,0.46,1469.9768494880834
47,0.47000000000000003,1496.6760132789398
48,0.48,1557.7565408661287
49,0.49,1570.2685787845928
50,0.5,1657.3943359881944
51,0.51,1704.457198423049
52,0.52,1714.7146867252013
53,0.53,1742.3707897612514
54,0.54,1788.2665044543041
55,0.55,1902.648262399225
56,0.56,1968.4506266053597
57,0.5700000000000001,2024.3461482915104
58,0.58,2132.3971640222126
59,0.59,2171.1278563927876
60,0.6,2250.7124128174532
61,0.61,2300.7767915054797
62,0.62,2418.740180434836
63,0.63,2462.6717160011576
64,0.64,2547.8422776750804
65,0.65,2578.600575950786
66,0.66,2604.51595126415
67,0.67,2705.392099376645
68,0.68,2855.499755083081
69,0.6900000000000001,2884.1980143444634
70,0.7000000000000001,2983.9469022146714
71,0.71,3105.724126852712
72,0.72,3219.5671123246084
73,0.73,3291.182493394624
74,0.74,3330.914612489526
75,0.75,3446.1130234633893
76,0.76,3529.820232528904
77,0.77,3800.9345423218165
78,0.78,3885.4817395610157
79,0.79,4011.8279554329893
80,0.8,4092.872283375366
81,0.81,4192.289485762602
82,0.8200000000000001,4311.332455242703
83,0.8300000000000001,4460.438243233108
84,0.84,4577.930456842501
85,0.85,4774.298464386219
86,0.86,4880.496966215907
87,0.87,5019.08206473309
88,0.88,5130.725482045797
89,0.89,5255.352477057046
90,0.9,5458.898826850627
91,0.91,5727.316551153974
92,0.92,5866.434937773228
93,0.93,6045.094540222722
94,0.9400000000000001,6154.891486560227
95,0.9500000000000001,6329.663901937605
96,0.96,6640.8977302339545
97,0.97,6748.006716528334
98,0.98,6898.107974122014
99,0.99,7079.810742190998
100,1.0,7654.144011486405
