,cdf,Output Throughput
0,0.0,12.268074705169603
1,0.01,18.301819277924036
2,0.02,20.429920258545526
3,0.03,22.087250280605375
4,0.04,23.21968820541868
5,0.05,24.022732262610404
6,0.06,24.7543336255018
7,0.07,25.66172498680418
8,0.08,26.337679390681256
9,0.09,26.655635570970322
10,0.1,27.085556075850388
11,0.11,28.022299698332315
12,0.12,28.417371072605857
13,0.13,29.459034217827526
14,0.14,29.99409814075676
15,0.15,30.356195679214313
16,0.16,30.661280620034457
17,0.17,31.21818092332617
18,0.18,31.53192896277589
19,0.19,31.78519619708015
20,0.2,32.23331863093885
21,0.21,32.557268977381305
22,0.22,32.950309864968155
23,0.23,33.548785766374806
24,0.24,33.953796535067895
25,0.25,34.50142682173228
26,0.26,34.77854532472673
27,0.27,34.98784393437458
28,0.28,35.26886938251604
29,0.29,35.55215205184124
30,0.3,35.766106256221086
31,0.31,36.19788516735264
32,0.32,36.48862977339375
33,0.33,36.634876639973626
34,0.34,37.30027526323027
35,0.35000000000000003,37.750575111994586
36,0.36,38.12997482649355
37,0.37,38.51318757279229
38,0.38,38.66754889135929
39,0.39,38.8225288919459
40,0.4,39.448685457506215
41,0.41000000000000003,39.765540778173616
42,0.42,40.24560203434602
43,0.43,40.487801599381925
44,0.44,40.976582199748535
45,0.45,41.471263502693624
46,0.46,41.804364348595875
47,0.47000000000000003,41.97191674322714
48,0.48,42.22450533589516
49,0.49,42.393741660651905
50,0.5,42.734251932474436
51,0.51,42.99142828733044
52,0.52,43.42349946955025
53,0.53,43.68482374232135
54,0.54,44.03570409928742
55,0.55,44.389402758225586
56,0.56,44.835523822164006
57,0.5700000000000001,45.37679139871435
58,0.58,45.64987065666941
59,0.59,45.924593315993896
60,0.6,46.29346369970624
61,0.61,46.66529688287211
62,0.62,46.94613041587921
63,0.63,47.228654015778176
64,0.64,47.60799873003938
65,0.65,48.279198370581696
66,0.66,48.66698114975067
67,0.67,48.76441254344387
68,0.68,48.95986089487216
69,0.6900000000000001,49.35311081546546
70,0.7000000000000001,49.849117991448196
71,0.71,50.45091114536392
72,0.72,50.6531190034537
73,0.73,51.05996932250756
74,0.74,51.36725016154444
75,0.75,51.57313071742179
76,0.76,51.676380228367584
77,0.77,52.509852588049384
78,0.78,52.72031270818174
79,0.79,53.03758555691637
80,0.8,53.677870825230386
81,0.81,54.32588580485227
82,0.8200000000000001,54.76223611076494
83,0.8300000000000001,54.98172381112103
84,0.84,55.202091220817465
85,0.85,55.42334186573994
86,0.86,55.86850703552094
87,0.87,56.317247811205746
88,0.88,56.88324575103979
89,0.89,57.56995695566639
90,0.9,58.26495833910286
91,0.91,59.204695838112
92,0.92,59.7997131227849
93,0.93,60.521632775798416
94,0.9400000000000001,61.867863384760206
95,0.9500000000000001,63.62464430309206
96,0.96,65.69355971248585
97,0.97,67.96554640998895
98,0.98,71.8802057988621
99,0.99,78.64947505203868
100,1.0,97.2223891184982
