,cdf,Time per Output Token
0,0.0,0.0
1,0.01,0.002196253026716056
2,0.02,0.0028712653697262336
3,0.03,0.0035351399815797126
4,0.04,0.004190218807708889
5,0.05,0.00445823511971037
6,0.06,0.004658777102370078
7,0.07,0.00470559860634213
8,0.08,0.004839217344547774
9,0.09,0.004907442874475735
10,0.1,0.004936976052501553
11,0.11,0.004956763511842779
12,0.12,0.004986593503341717
13,0.13,0.005016603012865004
14,0.14,0.00503670961802017
15,0.15,0.005056896810690399
16,0.16,0.005077164913871421
17,0.17,0.005087329408193483
18,0.18,0.00509751425185353
19,0.19,0.005117945150226793
20,0.2,0.005128191286663685
21,0.21,0.005138457935886235
22,0.22,0.005148745138961083
23,0.23,0.005159052937037078
24,0.24,0.005159052937037078
25,0.25,0.005169381371345461
26,0.26,0.005179730483200007
27,0.27,0.0051901003139972045
28,0.28,0.005200490905216419
29,0.29,0.005210902298420055
30,0.3,0.005210902298420055
31,0.31,0.00522133453525373
32,0.32,0.005231787657446427
33,0.33,0.005242261706810685
34,0.34,0.005252756725242738
35,0.35000000000000003,0.005263272754722705
36,0.36,0.005273809837314742
37,0.37,0.0052843680151672245
38,0.38,0.005294947330512906
39,0.39,0.005305547825669084
40,0.4,0.005316169543037792
41,0.41000000000000003,0.005326812525105936
42,0.42,0.0053374768144454875
43,0.43,0.0053374768144454875
44,0.44,0.0053481624537136474
45,0.45,0.005358869485653015
46,0.46,0.00536959795309176
47,0.47000000000000003,0.005380347898943793
48,0.48,0.005391119366208946
49,0.49,0.005391119366208946
50,0.5,0.0054019123979731284
51,0.51,0.00541272703740851
52,0.52,0.005423563327773694
53,0.53,0.005423563327773694
54,0.54,0.005434421312413881
55,0.55,0.005456202538334149
56,0.56,0.0054671258667392236
57,0.5700000000000001,0.005478071063669632
58,0.58,0.005489038172906209
59,0.59,0.005500027238317433
60,0.6,0.0055110383038596104
61,0.61,0.0055220714135770475
62,0.62,0.0055220714135770475
63,0.63,0.005544203942155982
64,0.64,0.005544203942155982
65,0.65,0.005555303449547687
66,0.66,0.005577569172526112
67,0.67,0.005577569172526112
68,0.68,0.0055887354771758145
69,0.6900000000000001,0.00561113519612269
70,0.7000000000000001,0.005622368700018833
71,0.71,0.0056336246934122645
72,0.72,0.005656204328877208
73,0.73,0.005678874463792414
74,0.74,0.00570163546088076
75,0.75,0.00571305014648813
76,0.76,0.00573594812012338
77,0.77,0.0057474314997432475
78,0.78,0.005770467274255468
79,0.79,0.005793595376428735
80,0.8,0.005805194165971136
81,0.81,0.005828461453943678
82,0.8200000000000001,0.005851821997485991
83,0.8300000000000001,0.005875276170367526
84,0.84,0.0058870384850229175
85,0.85,0.0059462042252490166
86,0.86,0.006005964591249252
87,0.87,0.006017988544384883
88,0.88,0.006054205028526359
89,0.89,0.0060906394648480204
90,0.9,0.0061641674485034825
91,0.91,0.00621367858508234
92,0.92,0.006276127113990168
93,0.93,0.006390120300921663
94,0.9400000000000001,0.006532260807538813
95,0.9500000000000001,0.006867177095408477
96,0.96,0.007133151421061933
97,0.97,0.007424260951977208
98,0.98,0.008172322797859965
99,0.99,0.008660333186110461
100,1.0,0.009438086182012728
