,cdf,Number of Output Tokens
0,0.0,4.002823400834266
1,0.01,10.990159692286051
2,0.02,21.010042023055906
3,0.03,26.977430211401757
4,0.04,30.969431716511867
5,0.05,37.9777595100358
6,0.06,46.01653444375361
7,0.07,54.98172381112103
8,0.08,62.99156830465424
9,0.09,70.03540615115575
10,0.1,78.96470309310095
11,0.11,86.05623561054385
12,0.12,99.9830863317801
13,0.13,108.09398292749972
14,0.14,118.98543527819187
15,0.15,130.9743005569187
16,0.16,141.0340216636387
17,0.17,151.86639807994746
18,0.18,157.11863951343716
19,0.19,170.88677687557998
20,0.2,185.11944036249332
21,0.21,193.0600449663177
22,0.22,198.1454313803173
23,0.23,204.99821552289328
24,0.24,215.9401512333074
25,0.25,230.21215872843447
26,0.26,232.9913473410534
27,0.27,247.89402534147717
28,0.28,254.93314823440798
29,0.29,258.010775873476
30,0.3,270.15648531066404
31,0.31,281.7447108736317
32,0.32,285.1460155503723
33,0.33,296.1900760347728
34,0.34,303.9920062005486
35,0.35000000000000003,310.7539411460732
36,0.36,318.3022557086943
37,0.37,324.08357400845233
38,0.38,333.2861520128365
39,0.39,338.66162131505564
40,0.4,348.97540664990424
41,0.41000000000000003,353.1883399788932
42,0.42,360.32322013044836
43,0.43,363.2173680122917
44,0.44,371.29669958512085
45,0.45,380.3156174923088
46,0.46,384.1378542732855
47,0.47000000000000003,391.89795629726297
48,0.48,399.01599201879577
49,0.49,403.83302995196453
50,0.5,407.89162073672736
51,0.51,420.3137741529488
52,0.52,422.8432384455084
53,0.53,427.94792587688335
54,0.54,433.1142385901656
55,0.55,439.2204839483025
56,0.56,447.19803791135894
57,0.5700000000000001,454.4107568025799
58,0.58,461.73980740680776
59,0.59,470.12637944772524
60,0.6,475.8018828071904
61,0.61,483.4759442691548
62,0.62,501.19817027872114
63,0.63,507.2487813984721
64,0.64,514.4002099151542
65,0.65,522.6968118614232
66,0.66,529.0069608796209
67,0.67,536.4651462992648
68,0.68,537.5391505961602
69,0.6900000000000001,549.4960596360836
70,0.7000000000000001,560.5966201174675
71,0.71,570.7787267175335
72,0.72,577.6693346957586
73,0.73,595.2619910157795
74,0.74,608.5028749097354
75,0.75,615.8488998548819
76,0.76,624.531423196283
77,0.77,634.6042974317952
78,0.78,640.9821787899239
79,0.79,648.7203034051668
80,0.8,668.4767845963271
81,0.81,681.9809159684918
82,0.8200000000000001,701.3462373856697
83,0.8300000000000001,709.8130945977807
84,0.84,731.4301289021654
85,0.85,743.2271393116478
86,0.86,770.4707684837989
87,0.87,793.9351046021368
88,0.88,805.1283698314652
89,0.89,818.1140363832768
90,0.9,843.0293265124575
91,0.91,858.3412534158582
92,0.92,882.7144490124185
93,0.93,891.5858796845566
94,0.9400000000000001,900.5464697470951
95,0.9500000000000001,913.2427914348316
96,0.96,946.7184903672372
97,0.97,963.9137217390451
98,0.98,967.777099518182
99,0.99,991.2847208430245
100,1.0,1015.3633499553291
