,cdf,"Deadline Miss Rate with 0.03s TBT Deadline, 0.3s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0031542566538606616
18,0.18,0.0066243556492231
19,0.19,0.007365103788799681
20,0.2,0.010244625759957635
21,0.21,0.015811750982145337
22,0.22,0.016034672378941295
23,0.23,0.017060287973823713
24,0.24,0.01859241032956371
25,0.25,0.01942874101419474
26,0.26,0.022348372776335664
27,0.27,0.023968813199611645
28,0.28,0.024748219473968578
29,0.29,0.029510720515896368
30,0.3,0.031650489926517374
31,0.31,0.03476995526128824
32,0.32,0.03597246089764227
33,0.33,0.037067985800121155
34,0.34,0.03842674465845936
35,0.35000000000000003,0.039835309989829766
36,0.36,0.04096646126348448
37,0.37,0.04113065533248235
38,0.38,0.04298080969782792
39,0.39,0.04349968662219686
40,0.4,0.044289770669018014
41,0.41000000000000003,0.0459132502547391
42,0.42,0.049340920933777434
43,0.43,0.05260198187756881
44,0.44,0.054639322179637934
45,0.45,0.05686919597739268
46,0.46,0.05848403626551822
47,0.47000000000000003,0.05919007268213019
48,0.48,0.0629760098170069
49,0.49,0.06541514914758036
50,0.5,0.07143256796521726
51,0.51,0.07894519935012845
52,0.52,0.08183900344077076
53,0.53,0.08450020457065767
54,0.54,0.08552031579155878
55,0.55,0.0909903975919381
56,0.56,0.09264305459095706
57,0.5700000000000001,0.09681035877040307
58,0.58,0.09955935609599359
59,0.59,0.1023864131085028
60,0.6,0.10508336925129749
61,0.61,0.1082836353709481
62,0.62,0.1152097129659515
63,0.63,0.11800819446204784
64,0.64,0.1211166432814948
65,0.65,0.12938003709311832
66,0.66,0.1393173078737188
67,0.67,0.14071747056462464
68,0.68,0.1473416648620447
69,0.6900000000000001,0.1485251261086259
70,0.7000000000000001,0.15396944217894318
71,0.71,0.1580251446914154
72,0.72,0.16186362698559115
73,0.73,0.16846940916272116
74,0.74,0.17221680765292285
75,0.75,0.17464480005914534
76,0.76,0.17996352785198813
77,0.77,0.18104655521311142
78,0.78,0.20867004171375214
79,0.79,0.2158868154890809
80,0.8,0.2215734808922789
81,0.81,0.22335317863189402
82,0.8200000000000001,0.22740993850643093
83,0.8300000000000001,0.23386740153731894
84,0.84,0.24438731157445817
85,0.85,0.2543609503540895
86,0.86,0.2690115569490803
87,0.87,0.27665032680799384
88,0.88,0.28167512185208793
89,0.89,0.29083449722346955
90,0.9,0.3088187043244026
91,0.91,0.3182236372229695
92,0.92,0.3279149930667399
93,0.93,0.3675114392263639
94,0.9400000000000001,0.39337150393343134
95,0.9500000000000001,0.4278422256586215
96,0.96,0.43999110258716995
97,0.97,0.46533357964714056
98,0.98,0.5000732301419085
99,0.99,0.5142731565725064
100,1.0,0.6550782132063178
