,cdf,"Deadline Miss Rate with 0.03s TBT Deadline, 0.3s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0049468598884424946
17,0.17,0.0069500796687990965
18,0.18,0.01034758599505196
19,0.19,0.01199815999939721
20,0.2,0.015938752360509578
21,0.21,0.017060287973823713
22,0.22,0.019624003173035816
23,0.23,0.022214683962622186
24,0.24,0.024404158334272612
25,0.25,0.02460017468627383
26,0.26,0.02779214938654495
27,0.27,0.028984279553624294
28,0.28,0.033607647592195256
29,0.29,0.034631153183201334
30,0.3,0.038120556982831344
31,0.31,0.03842674465845936
32,0.32,0.039676286954963204
33,0.33,0.042468122088452895
34,0.34,0.042894933954175915
35,0.35000000000000003,0.04384907994148639
36,0.36,0.04618955794251058
37,0.37,0.048752368066212935
38,0.38,0.0491439513861072
39,0.39,0.05260198187756881
40,0.4,0.054639322179637934
41,0.41000000000000003,0.054968143700421024
42,0.42,0.05825056729187244
43,0.43,0.05954628079266658
44,0.44,0.06411984198115593
45,0.45,0.06424821003317024
46,0.46,0.06973859475784315
47,0.47000000000000003,0.07243965742959788
48,0.48,0.07691907721635559
49,0.49,0.08216701514994046
50,0.5,0.08534944602973749
51,0.51,0.08865513642293174
52,0.52,0.0909903975919381
53,0.53,0.09719837585163005
54,0.54,0.09739296719467637
55,0.55,0.09955935609599359
56,0.56,0.10116511816924685
57,0.5700000000000001,0.10613947502383882
58,0.58,0.107851365800874
59,0.59,0.1106922740295588
60,0.6,0.11730226496624101
61,0.61,0.12039211892693379
62,0.62,0.1250550557058603
63,0.63,0.1273264284940292
64,0.64,0.13547052820607952
65,0.65,0.14043631677728274
66,0.66,0.14704727592126143
67,0.67,0.15243742012358982
68,0.68,0.1596133243311087
69,0.6900000000000001,0.16089535262881202
70,0.7000000000000001,0.16679310997739533
71,0.71,0.17187271812714278
72,0.72,0.17221680765292285
73,0.73,0.1803238151950351
74,0.74,0.18359903349453494
75,0.75,0.19109185474031404
76,0.76,0.2074217696085098
77,0.77,0.2124601120294177
78,0.78,0.2189304879142918
79,0.79,0.22113077663475186
80,0.8,0.2242483808556669
81,0.81,0.23906949936495386
82,0.8200000000000001,0.24244001201658402
83,0.8300000000000001,0.2488261140375078
84,0.84,0.2642126669041456
85,0.85,0.2728042066117939
86,0.86,0.28337025345766775
87,0.87,0.29083449722346955
88,0.88,0.292584750298696
89,0.89,0.2984953563160937
90,0.9,0.31695328464957695
91,0.91,0.3365525879195709
92,0.92,0.3468021436035349
93,0.93,0.3697231370573561
94,0.9400000000000001,0.3981203999530817
95,0.9500000000000001,0.4321421129526276
96,0.96,0.43999110258716995
97,0.97,0.46907117999773323
98,0.98,0.5000732301419085
99,0.99,0.5267650192423886
100,1.0,0.6550782132063178
