,cdf,Output Throughput
0,0.0,14.864865371528799
1,0.01,22.48842062089808
2,0.02,25.816158224616622
3,0.03,27.35777053117292
4,0.04,27.743473065124977
5,0.05,28.13461341223975
6,0.06,29.400175008601114
7,0.07,32.42729996945664
8,0.08,34.77854532472673
9,0.09,34.91793815228792
10,0.1,35.339477729628165
11,0.11,36.12556172046482
12,0.12,37.67514938749509
13,0.13,38.900251672510336
14,0.14,39.291205832406035
15,0.15,40.084941108720805
16,0.16,40.40690689089165
17,0.17,40.65007719469447
18,0.18,40.976582199748535
19,0.19,41.63748082513196
20,0.2,42.05594460457494
21,0.21,42.309038880111146
22,0.22,42.563656286631854
23,0.23,43.07749721283061
24,0.24,43.77228084691059
25,0.25,44.65653987375613
26,0.26,45.19564670365433
27,0.27,45.28612847883683
28,0.28,46.66529688287211
29,0.29,47.228654015778176
30,0.3,47.41794702857384
31,0.31,48.279198370581696
32,0.32,48.47270197777481
33,0.33,48.8620389949823
34,0.34,48.95986089487216
35,0.35000000000000003,49.650119715033505
36,0.36,50.24951050346689
37,0.37,50.45091114536392
38,0.38,50.45091114536392
39,0.39,50.856137313068416
40,0.4,51.2646182930898
41,0.41000000000000003,51.88349978126731
42,0.42,53.14376690938267
43,0.43,53.25016083712919
44,0.44,53.46358812161941
45,0.45,53.7853340300857
46,0.46,53.89301237649229
47,0.47000000000000003,54.10901621767679
48,0.48,54.32588580485227
49,0.49,54.76223611076494
50,0.5,54.98172381112103
51,0.51,55.86850703552094
52,0.52,56.317247811205746
53,0.53,56.54296801714225
54,0.54,56.88324575103979
55,0.55,57.45493206664411
56,0.56,58.61559907630741
57,0.5700000000000001,58.96834998281604
58,0.58,58.96834998281604
59,0.59,59.91943226817587
60,0.6,60.40071043259002
61,0.61,60.76420420719298
62,0.62,61.74425127010534
63,0.63,61.867863384760206
64,0.64,62.115830524611816
65,0.65,62.36479151973954
66,0.66,62.74010520908983
67,0.67,63.117677550509406
68,0.68,63.37065396055514
69,0.6900000000000001,63.49752213665231
70,0.7000000000000001,64.0075398344503
71,0.71,64.13568305734209
72,0.72,64.65082651993593
73,0.73,64.78025760405994
74,0.74,65.17010766025308
75,0.75,65.69355971248585
76,0.76,65.95686028918864
77,0.77,66.88675068782601
78,0.78,66.88675068782601
79,0.79,67.42399096825105
80,0.8,68.1016135699689
81,0.81,68.23795313667556
82,0.8200000000000001,69.20000343995328
83,0.8300000000000001,69.33854198537861
84,0.84,69.75582397049466
85,0.85,70.03540615115575
86,0.86,70.59793670994965
87,0.87,71.45021568106228
88,0.88,72.60261411919393
89,0.89,73.33228276628029
90,0.9,73.77359923544194
91,0.91,74.51503648254217
92,0.92,75.41460382948434
93,0.93,76.93808039734769
94,0.9400000000000001,77.86689944017377
95,0.9500000000000001,78.96470309310095
96,0.96,80.23830037541312
97,0.97,83.1795041948215
98,0.98,85.54144394465554
99,0.99,89.92724906007459
100,1.0,96.83427617602209
