,cdf,Number of Output Tokens
0,0.0,29.99409814075676
1,0.01,35.981348045147264
2,0.02,42.99142828733044
3,0.03,50.95795140178327
4,0.04,54.98172381112103
5,0.05,65.03989765493789
6,0.06,67.96554640998895
7,0.07,78.02278912874269
8,0.08,78.96470309310095
9,0.09,89.03245768467185
10,0.1,93.03734865738271
11,0.11,98.00328792216996
12,0.12,98.98823767054662
13,0.13,102.00287933571242
14,0.14,103.02802565952958
15,0.15,105.95357795162072
16,0.16,107.01842946992822
17,0.17,108.96220333143697
18,0.18,110.9412819235738
19,0.19,112.05626071695865
20,0.2,112.9563064855434
21,0.21,114.09153661923892
22,0.22,117.0968169214218
23,0.23,118.03734888197941
24,0.24,118.03734888197941
25,0.25,119.94113678795277
26,0.26,119.94113678795277
27,0.27,120.90451457652556
28,0.28,120.90451457652556
29,0.29,122.11962555631553
30,0.3,123.10050115880195
31,0.31,128.12432962288904
32,0.32,130.9743005569187
33,0.33,134.96306318989895
34,0.34,134.96306318989895
35,0.35000000000000003,136.8658350332025
36,0.36,136.8658350332025
37,0.37,136.8658350332025
38,0.38,137.9651534907103
39,0.39,141.88276977462596
40,0.4,143.0223846944321
41,0.41000000000000003,143.88309884982797
42,0.42,145.03878058917988
43,0.43,147.96875929938696
44,0.44,148.8592409254445
45,0.45,150.0548914768056
46,0.46,150.95792752571776
47,0.47000000000000003,153.08620238278175
48,0.48,154.93430385909508
49,0.49,158.06418546692328
50,0.5,159.01542175195067
51,0.51,160.9351025012422
52,0.52,168.8483896575149
53,0.53,168.8483896575149
54,0.54,171.91518000381075
55,0.55,173.9905904132433
56,0.56,176.091055785056
57,0.5700000000000001,176.091055785056
58,0.58,177.86080091059313
59,0.59,178.93117398094043
60,0.6,181.09128352475034
61,0.61,182.18109776244162
62,0.62,188.85910238188015
63,0.63,196.96011789333122
64,0.64,196.96011789333122
65,0.65,198.1454313803173
66,0.66,200.13682673977718
67,0.67,200.13682673977718
68,0.68,202.14823596203493
69,0.6900000000000001,202.14823596203493
70,0.7000000000000001,219.86226842094075
71,0.71,219.86226842094075
72,0.72,231.13485182685199
73,0.73,232.0612430902949
74,0.74,232.9913473410534
75,0.75,237.22316510517507
76,0.76,244.9370732476433
77,0.77,245.91878398038853
78,0.78,247.89402534147717
79,0.79,247.89402534147717
80,0.8,256.9807937641828
81,0.81,259.0448861634396
82,0.8200000000000001,265.86837646637343
83,0.8300000000000001,269.07801738374314
84,0.84,275.06333282529255
85,0.85,277.8277662050077
86,0.86,289.7450474752937
87,0.87,289.7450474752937
88,0.88,297.97255918715183
89,0.89,305.21040981417445
90,0.9,310.13305415077633
91,0.91,313.8770712229126
92,0.92,317.031589289365
93,0.93,318.9394974618649
94,0.9400000000000001,335.96313577909575
95,0.9500000000000001,380.3156174923088
96,0.96,399.81482283364824
97,0.97,404.64150448640294
98,0.98,410.3463280371647
99,0.99,455.32048804743
100,1.0,495.2197326096817
