,cdf,Output Throughput
0,0.0,32.104642836679396
1,0.01,77.86689944017377
2,0.02,81.20696064049625
3,0.03,85.02973178204074
4,0.04,88.14656963516714
5,0.05,90.46843466809798
6,0.06,93.78463284698218
7,0.07,95.1068520860692
8,0.08,96.4477125850635
9,0.09,97.02813859078891
10,0.1,97.80747715709069
11,0.11,98.59307543948877
12,0.12,98.59307543948877
13,0.13,98.98823767054662
14,0.14,99.38498371657478
15,0.15,99.5839526529443
16,0.16,99.9830863317801
17,0.17,100.5847883512911
18,0.18,100.78615929894134
19,0.19,101.39269424213863
20,0.2,101.59568261899977
21,0.21,102.00287933571242
22,0.22,102.41170810175863
23,0.23,102.6167365464068
24,0.24,103.23428797316228
25,0.25,103.64805223982394
26,0.26,103.85555584791169
27,0.27,104.06347487863825
28,0.28,104.48056253638065
29,0.29,104.89932188646694
30,0.3,105.10933053889232
31,0.31,105.7418824911779
32,0.32,105.95357795162072
33,0.33,106.16569722679915
34,0.34,106.37824116519108
35,0.35000000000000003,106.37824116519108
36,0.36,106.80460643402427
37,0.37,107.23268057997814
38,0.38,107.23268057997814
39,0.39,107.87801093363858
40,0.4,108.31038729772496
41,0.41000000000000003,108.52722490993263
42,0.42,108.74449663147404
43,0.43,108.96220333143697
44,0.44,109.61794201885188
45,0.45,109.83739735822897
46,0.46,110.05729204763485
47,0.47000000000000003,110.71962102062966
48,0.48,110.9412819235738
49,0.49,111.16338659208947
50,0.5,112.28059757525088
51,0.51,112.50538355638245
52,0.52,112.50538355638245
53,0.53,112.9563064855434
54,0.54,113.40903671922271
55,0.55,114.09153661923892
56,0.56,114.09153661923892
57,0.5700000000000001,114.54881686893505
58,0.58,115.23817600927929
59,0.59,115.70005200342865
60,0.6,116.39633932063532
61,0.61,116.8628572472532
62,0.62,117.0968169214218
63,0.63,117.0968169214218
64,0.64,117.80151002307434
65,0.65,118.27365989075216
66,0.66,118.7477021407729
67,0.67,118.98543527819187
68,0.68,119.22364435782791
69,0.6900000000000001,119.46233033251826
70,0.7000000000000001,120.18125918392467
71,0.71,121.14656565675885
72,0.72,121.38910132373937
73,0.73,121.63212254761072
74,0.74,122.11962555631553
75,0.75,122.364109291163
76,0.76,122.85454611153159
77,0.77,123.84132466073183
78,0.78,124.0892552406332
79,0.79,125.33637340693976
80,0.8,126.59602532339017
81,0.81,127.86833695630982
82,0.8200000000000001,128.6378534755621
83,0.8300000000000001,129.41200097451966
84,0.84,130.9743005569187
85,0.85,131.23651136884448
86,0.86,131.7625088833514
87,0.87,132.0262976899247
88,0.88,134.42428902424487
89,0.89,134.69340671998904
90,0.9,135.23325951260148
91,0.91,136.31946497954712
92,0.92,137.41439494459823
93,0.93,138.24136000420526
94,0.9400000000000001,139.35172679959086
95,0.9500000000000001,143.0223846944321
96,0.96,144.17115310177957
97,0.97,149.45587055176935
98,0.98,153.39268126643097
99,0.99,159.01542175195067
100,1.0,163.530775012447
