,cdf,Output Throughput
0,0.0,12.391370947062208
1,0.01,18.89694898495482
2,0.02,21.434473168836654
3,0.03,23.406190788883727
4,0.04,25.053175191928883
5,0.05,25.406386472214354
6,0.06,25.816158224616622
7,0.07,26.390407477549488
8,0.08,28.645621903256057
9,0.09,28.875706064708037
10,0.1,29.518011263308665
11,0.11,30.295543939595497
12,0.12,30.969431716511867
13,0.13,31.721689311571495
14,0.14,31.912591645369606
15,0.15,32.492219488915005
16,0.16,32.75319986141552
17,0.17,33.01627645128441
18,0.18,33.61595050264383
19,0.19,34.226516423303046
20,0.2,34.84817204209353
21,0.21,35.05788966797693
22,0.22,36.41572541820215
23,0.23,36.41572541820215
24,0.24,36.92913120006213
25,0.25,36.92913120006213
26,0.26,37.30027526323027
27,0.27,37.449775214686134
28,0.28,37.82615183894552
29,0.29,37.9777595100358
30,0.3,38.66754889135929
31,0.31,39.05616434863997
32,0.32,39.606796262836106
33,0.33,40.1651912410706
34,0.34,40.40690689089165
35,0.35000000000000003,40.89471090664214
36,0.36,40.976582199748535
37,0.37,41.22318083124537
38,0.38,41.471263502693624
39,0.39,41.97191674322714
40,0.4,42.14014068986939
41,0.41000000000000003,42.563656286631854
42,0.42,42.819805990397306
43,0.43,42.99142828733044
44,0.44,43.5104334024222
45,0.45,43.68482374232135
46,0.46,43.8599130407983
47,0.47000000000000003,44.212199730451246
48,0.48,44.212199730451246
49,0.49,44.30071264282453
50,0.5,44.389402758225586
51,0.51,45.0152251403878
52,0.52,45.19564670365433
53,0.53,45.558662123888844
54,0.54,45.64987065666941
55,0.55,45.924593315993896
56,0.56,46.10865963783521
57,0.5700000000000001,46.38614330671266
58,0.58,46.758720900655646
59,0.59,47.04011666295805
60,0.6,47.512877853455876
61,0.61,47.79881216100805
62,0.62,48.18273643577533
63,0.63,48.37585342237466
64,0.64,48.76441254344387
65,0.65,49.25450320144857
66,0.66,49.45191584212306
67,0.67,49.749519354102645
68,0.68,49.94891602546512
69,0.6900000000000001,50.0489138553459
70,0.7000000000000001,50.6531190034537
71,0.71,50.95795140178327
72,0.72,51.16219148331339
73,0.73,51.676380228367584
74,0.74,51.98737065170029
75,0.75,52.30023262723876
76,0.76,52.509852588049384
77,0.77,52.8258588797697
78,0.78,53.03758555691637
79,0.79,53.7853340300857
80,0.8,53.89301237649229
81,0.81,54.21734257647094
82,0.8200000000000001,54.434646336994085
83,0.8300000000000001,54.54362460793902
84,0.84,54.98172381112103
85,0.85,55.09179733226441
86,0.86,55.202091220817465
87,0.87,55.31260591795624
88,0.88,55.64547928590583
89,0.89,55.75688164683858
90,0.9,56.317247811205746
91,0.91,56.99712612291374
92,0.92,57.68521212474681
93,0.93,58.61559907630741
94,0.9400000000000001,60.03939109153555
95,0.9500000000000001,60.76420420719298
96,0.96,61.252267654323745
97,0.97,63.62464430309206
98,0.98,64.65082651993593
99,0.99,69.47735788524926
100,1.0,91.37765785694788
