,cdf,Time per Output Token
0,0.0,0.017934987941648994
1,0.01,0.01908215221743059
2,0.02,0.019584794375487293
3,0.03,0.019584794375487293
4,0.04,0.019821227749855865
5,0.05,0.019940512652971382
6,0.06,0.020020434467290085
7,0.07,0.020140918204014143
8,0.08,0.020262127016452143
9,0.09,0.020384065268137352
10,0.1,0.020424874207613106
11,0.11,0.02046576484666739
12,0.12,0.020506737348862922
13,0.13,0.02063014767483993
14,0.14,0.02063014767483993
15,0.15,0.020671449271786557
16,0.16,0.02075430068885643
17,0.17,0.02083748417540145
18,0.18,0.02083748417540145
19,0.19,0.02087920086043729
20,0.2,0.02092100106236009
21,0.21,0.02092100106236009
22,0.22,0.02104690444313434
23,0.23,0.02104690444313434
24,0.24,0.02104690444313434
25,0.25,0.021089040387965444
26,0.26,0.021173565515246733
27,0.27,0.021215955035797776
28,0.28,0.02125842942025383
29,0.29,0.02125842942025383
30,0.3,0.02125842942025383
31,0.31,0.0213009888385126
32,0.32,0.021343633460811928
33,0.33,0.021343633460811928
34,0.34,0.021386363457730474
35,0.35000000000000003,0.02142917900018838
36,0.36,0.02142917900018838
37,0.37,0.021472080259448016
38,0.38,0.021472080259448016
39,0.39,0.02151506740711458
40,0.4,0.021558140615136834
41,0.41000000000000003,0.021558140615136834
42,0.42,0.02160130005580778
43,0.43,0.021644545901765355
44,0.44,0.021644545901765355
45,0.45,0.021687878325993115
46,0.46,0.021731297501820922
47,0.47000000000000003,0.021774803602925667
48,0.48,0.021862077277412673
49,0.49,0.021862077277412673
50,0.5,0.021862077277412673
51,0.51,0.021949700745835708
52,0.52,0.021949700745835708
53,0.53,0.022037675410173048
54,0.54,0.022037675410173048
55,0.55,0.02208179488046369
56,0.56,0.022126002678022175
57,0.5700000000000001,0.022126002678022175
58,0.58,0.02217029897967988
59,0.59,0.02217029897967988
60,0.6,0.022214683962622186
61,0.61,0.022214683962622186
62,0.62,0.022214683962622186
63,0.63,0.022214683962622186
64,0.64,0.022303720682876463
65,0.65,0.022303720682876463
66,0.66,0.022348372776335664
67,0.67,0.022437945322961717
68,0.68,0.022482866134419098
69,0.6900000000000001,0.02252787687743095
70,0.7000000000000001,0.022618168878651118
71,0.71,0.022663450498027784
72,0.72,0.022708822771297113
73,0.73,0.022708822771297113
74,0.74,0.022708822771297113
75,0.75,0.022754285879948363
76,0.76,0.022754285879948363
77,0.77,0.022799840005834144
78,0.78,0.022799840005834144
79,0.79,0.02284548533117115
80,0.8,0.02284548533117115
81,0.81,0.022891222038540864
82,0.8200000000000001,0.0229370503108903
83,0.8300000000000001,0.0229370503108903
84,0.84,0.02298297033153271
85,0.85,0.02298297033153271
86,0.86,0.023121282721859978
87,0.87,0.023121282721859978
88,0.88,0.023213953100834992
89,0.89,0.023260427481417243
90,0.9,0.023306994903802454
91,0.91,0.023400409619434216
92,0.92,0.023400409619434216
93,0.93,0.02354123417528636
94,0.9400000000000001,0.023588363773234883
95,0.9500000000000001,0.023825430849816174
96,0.96,0.02387312941007607
97,0.97,0.024016798811622882
98,0.98,0.02430673664174227
99,0.99,0.02479776545890145
100,1.0,0.030348697905969318
