,cdf,"Deadline Miss Rate with 0.03s TBT Deadline, 0.3s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0031542566538606616
17,0.17,0.007350388296714168
18,0.18,0.010244625759957635
19,0.19,0.01199815999939721
20,0.2,0.015938752360509578
21,0.21,0.016391344295595824
22,0.22,0.018741746209039317
23,0.23,0.02104690444313434
24,0.24,0.023968813199611645
25,0.25,0.02460017468627383
26,0.26,0.028984279553624294
27,0.27,0.029866982578078374
28,0.28,0.033674930169957415
29,0.29,0.03504923060839133
30,0.3,0.03827334463327591
31,0.31,0.03920301665477981
32,0.32,0.039676286954963204
33,0.33,0.042894933954175915
34,0.34,0.04298080969782792
35,0.35000000000000003,0.04509420499855417
36,0.36,0.04618955794251058
37,0.37,0.04855774802864329
38,0.38,0.048752368066212935
39,0.39,0.05064060802861177
40,0.4,0.05260198187756881
41,0.41000000000000003,0.05453015270475353
42,0.42,0.05954628079266658
43,0.43,0.06087081587502112
44,0.44,0.06541514914758036
45,0.45,0.06835767760419717
46,0.46,0.07215047744902064
47,0.47000000000000003,0.07258468176879627
48,0.48,0.07784766684721442
49,0.49,0.08216701514994046
50,0.5,0.08552031579155878
51,0.51,0.08918866640868042
52,0.52,0.09661693148015252
53,0.53,0.09837178311571189
54,0.54,0.09955935609599359
55,0.55,0.10320878980828974
56,0.56,0.10529374636691571
57,0.5700000000000001,0.10613947502383882
58,0.58,0.107851365800874
59,0.59,0.10915337908003694
60,0.6,0.11567147487988125
61,0.61,0.11848117272344057
62,0.62,0.1250550557058603
63,0.63,0.1265647569687642
64,0.64,0.1371059681038477
65,0.65,0.14327331951976185
66,0.66,0.1485251261086259
67,0.67,0.15897614602756968
68,0.68,0.16089535262881202
69,0.6900000000000001,0.16513349025318164
70,0.7000000000000001,0.17050322121724426
71,0.71,0.1736000682401979
72,0.72,0.17464480005914534
73,0.73,0.1803238151950351
74,0.74,0.19185775319027681
75,0.75,0.20412942915725663
76,0.76,0.20700734049840291
77,0.77,0.21459537236935272
78,0.78,0.2154554732003914
79,0.79,0.21980796394052537
80,0.8,0.22877850017297258
81,0.81,0.23386740153731894
82,0.8200000000000001,0.24244001201658402
83,0.8300000000000001,0.2488261140375078
84,0.84,0.26580270879112106
85,0.85,0.2728042066117939
86,0.86,0.28167512185208793
87,0.87,0.28337025345766775
88,0.88,0.2873653386814699
89,0.89,0.2978989619977798
90,0.9,0.31949908138474076
91,0.91,0.3392558079871081
92,0.92,0.3481921307622794
93,0.93,0.37418654306513205
94,0.9400000000000001,0.3981203999530817
95,0.9500000000000001,0.43387414373397
96,0.96,0.4364852148468585
97,0.97,0.4681339748428926
98,0.98,0.5000732301419085
99,0.99,0.5267650192423886
100,1.0,0.6550782132063178
