Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,382.29,599.11,888.69,1571.37,4818.85,6773.84,8763.86,12705.90
SGLang deterministic,740.29,1251.72,1971.47,4876.56,15568.38,21377.92,28152.63,38832.37
LLM-42 @2%,379.28,594.53,872.56,1560.43,4847.61,6807.87,8865.77,12875.67
LLM-42 @5%,386.95,603.62,887.20,1591.96,4964.48,6991.27,9107.14,13137.77
LLM-42 @10%,381.21,595.95,874.75,1540.23,5000.86,7062.89,9183.28,13333.20
LLM-42 @20%,388.54,605.50,877.89,1536.90,5251.02,7347.36,9572.23,14009.06
LLM-42 @50%,382.12,587.45,831.76,1483.28,5436.08,7610.54,9798.03,14278.63
LLM-42 @100%,381.37,582.57,798.46,1379.64,5809.89,8140.86,10605.72,15700.24
