Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,458.97,734.58,1120.11,2155.90,7204.06,10547.53,14275.79,21924.79
SGLang deterministic,65506.31,92799.04,115751.41,131502.51,91390.12,122333.75,143509.29,164681.93
LLM-42 @2%,449.74,724.20,1109.70,2121.42,7310.54,10575.18,14323.58,21919.22
LLM-42 @5%,464.37,743.59,1134.44,2372.35,7635.19,11043.36,15044.59,23195.60
LLM-42 @10%,452.34,720.85,1107.34,2206.17,7655.84,11096.37,15100.85,22779.51
LLM-42 @20%,462.02,735.26,1121.15,2385.17,8091.90,11702.18,15905.42,24087.49
LLM-42 @50%,451.19,706.33,1051.69,2563.72,8494.52,12269.91,16887.76,26325.05
LLM-42 @100%,476.56,766.84,1287.03,5932.97,10337.15,16280.80,23097.30,35404.99
