Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,362.67,558.24,781.78,1447.96,4110.49,5703.68,7289.13,10503.54
SGLang deterministic,621.74,983.30,1488.77,2555.54,12204.41,16394.19,20859.96,29338.40
LLM-42 @2%,359.16,550.12,773.42,1427.42,4116.17,5728.93,7289.66,10441.84
LLM-42 @5%,364.00,559.54,781.70,1450.58,4198.80,5839.83,7496.58,10671.77
LLM-42 @10%,360.94,553.96,773.02,1422.26,4239.16,5905.47,7579.96,10601.10
LLM-42 @20%,364.23,561.36,781.19,1416.96,4399.75,6114.21,7897.48,11143.91
LLM-42 @50%,362.94,551.81,758.37,1353.92,4586.77,6340.94,8134.52,11676.87
LLM-42 @100%,358.26,544.65,741.01,1253.96,4833.16,6662.91,8650.59,12370.66
