Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,412.44,658.22,995.15,1708.59,5822.66,8261.55,10987.57,16585.09
SGLang deterministic,1380.32,4037.45,7544.99,14166.96,22856.67,31458.02,39713.50,53497.09
LLM-42 @2%,406.05,646.70,972.81,1701.71,5838.30,8289.32,11029.45,16761.05
LLM-42 @5%,411.08,653.39,981.52,1719.88,5983.36,8458.64,11236.83,17144.47
LLM-42 @10%,405.49,642.53,966.74,1676.82,6012.67,8554.37,11437.48,17118.62
LLM-42 @20%,410.83,648.68,960.99,1696.51,6287.67,8921.66,11952.47,17993.15
LLM-42 @50%,406.03,635.95,904.88,1631.55,6664.82,9467.37,12683.35,19770.09
LLM-42 @100%,404.46,631.98,869.38,1678.62,7715.40,11173.10,15161.58,23828.15
