Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,28.50,38.64,58.92,150.94,2580.58,5999.15,9640.35,15695.19
SGLang deterministic,62.41,85.68,139.71,328.58,7552.94,18669.93,29408.52,48719.62
LLM-42 @2%,28.68,39.46,59.63,147.23,2669.19,6242.79,10058.25,16284.79
LLM-42 @5%,29.56,40.79,62.79,156.34,2769.38,6462.80,10372.85,16763.90
LLM-42 @10%,29.96,42.40,64.74,164.90,2912.71,6822.91,10958.35,17468.91
LLM-42 @20%,34.98,51.68,73.96,175.38,3979.77,9495.97,15190.22,24840.24
LLM-42 @50%,46.28,61.96,84.05,197.57,7140.06,17601.55,27766.67,45791.61
LLM-42 @100%,50.26,65.74,88.53,199.20,9105.00,21551.26,34177.25,54933.71
