Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,412.44,658.22,995.15,1708.59,5822.66,8261.55,10987.57,16585.09
SGLang deterministic,1380.32,4037.45,7544.99,14166.96,22856.67,31458.02,39713.50,53497.09
LLM-42 @2%,407.12,648.77,979.51,1710.34,5857.03,8316.32,11074.53,16846.35
LLM-42 @5%,415.40,659.94,990.25,1726.61,6062.56,8573.37,11475.23,17406.57
LLM-42 @10%,407.13,646.12,974.10,1683.98,6106.97,8672.81,11552.54,17390.31
LLM-42 @20%,414.88,654.40,974.84,1678.96,6344.06,9052.06,11976.48,18001.19
LLM-42 @50%,408.46,634.45,904.34,1635.41,6631.64,9433.44,12505.95,18911.73
LLM-42 @100%,405.38,630.67,871.21,1682.77,7253.17,10570.36,14472.96,23242.62
