Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,29.71,41.54,64.95,164.87,2844.05,6634.47,10573.37,17329.62
SGLang deterministic,76.26,104.66,165.08,374.19,10469.64,26382.54,41722.68,70078.84
LLM-42 @2%,30.39,42.91,66.63,162.45,3012.22,7053.03,11236.96,18350.17
LLM-42 @5%,31.04,45.16,71.05,167.10,3105.49,7329.47,11646.98,18997.00
LLM-42 @10%,31.32,44.69,69.82,171.31,3246.87,7588.22,12121.38,19788.35
LLM-42 @20%,41.60,60.56,84.73,222.37,5012.00,12520.13,19894.88,33936.55
LLM-42 @50%,54.83,71.76,94.29,262.71,8878.52,22131.83,35087.72,58304.99
LLM-42 @100%,54.04,70.04,93.04,223.95,10173.63,24788.52,39250.70,64580.32
