Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
SGLang non-deterministic,458.97,734.58,1120.11,2155.90,7204.06,10547.53,14275.79,21924.79
SGLang deterministic,65506.31,92799.04,115751.41,131502.51,91390.12,122333.75,143509.29,164681.93
LLM-42 @2%,449.39,721.70,1105.54,2097.18,7242.30,10568.92,14228.73,21753.63
LLM-42 @5%,456.18,730.69,1116.25,2189.39,7464.19,10814.39,14653.63,22410.10
LLM-42 @10%,448.88,717.13,1101.76,2126.24,7553.67,10980.87,14860.24,22740.40
LLM-42 @20%,457.27,725.11,1108.55,2293.27,7905.35,11441.60,15696.19,23523.61
LLM-42 @50%,451.60,706.32,1049.76,2650.40,8624.05,12566.35,17233.70,26797.26
LLM-42 @100%,469.37,749.19,1203.25,5707.42,11088.95,16556.99,22968.54,34065.18
