Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,380.60,708.15,1192.31,1645.98,4695.91,6180.96,9037.62,14980.82
Global-deterministic,917.45,1757.22,2812.55,3551.71,14681.48,21268.94,26115.92,37319.77
LLM-42 @2%,385.10,725.81,1200.59,1671.49,4706.29,6185.53,9134.57,15049.19
LLM-42 @5%,388.86,726.10,1316.19,1864.01,4798.31,6547.20,9571.84,15431.57
LLM-42 @10%,397.09,714.53,1245.78,1731.11,4847.04,6955.97,9559.57,15789.66
LLM-42 @20%,397.61,732.19,1273.05,1769.06,5149.86,7384.58,9927.00,16313.64
LLM-42 @50%,389.89,716.87,1033.23,1508.62,5389.86,7893.57,10278.92,16617.98
LLM-42 @100%,382.94,694.66,997.91,1464.97,5712.17,8487.70,10787.89,18721.09
