Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,399.28,749.49,1353.60,1830.67,5314.64,8088.01,11140.21,17839.75
Global-deterministic,1356.86,2737.80,3594.09,4269.54,18953.22,26642.05,32305.18,47051.73
LLM-42 @2%,395.21,751.57,1362.82,1833.21,5352.78,7980.59,11108.49,17841.11
LLM-42 @5%,409.34,729.30,1356.72,1972.52,5416.29,8178.38,11614.95,18013.90
LLM-42 @10%,418.72,745.22,1428.48,1879.23,5629.22,8356.89,11962.04,18762.84
LLM-42 @20%,407.39,746.79,1431.09,1882.25,5710.12,8493.35,12296.82,18924.41
LLM-42 @50%,403.76,736.21,1258.08,1573.40,6227.96,9385.22,13893.96,20057.81
LLM-42 @100%,392.81,713.96,1187.91,1549.50,6992.83,11460.66,14835.58,21892.12
