Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,27.05,36.20,64.82,114.13,2418.67,5187.71,7906.87,10890.09
Global-deterministic,58.44,77.41,167.10,238.46,5507.02,9705.44,15398.29,21686.71
LLM-42 @2%,26.52,40.80,62.85,117.67,2402.31,5433.64,8149.46,11109.82
LLM-42 @5%,28.00,38.98,67.35,117.68,2626.40,5565.77,8394.94,11594.30
LLM-42 @10%,28.71,41.90,61.66,115.01,2556.26,5618.09,8477.68,11556.50
LLM-42 @20%,28.18,41.12,62.18,117.25,2636.36,5742.62,8529.03,11679.07
LLM-42 @50%,30.64,46.56,65.28,120.77,2936.62,6372.78,9583.81,12720.84
LLM-42 @100%,35.79,51.66,69.51,130.78,5447.20,10145.49,14027.33,17719.47
