Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,351.35,532.73,900.43,1461.56,4189.52,5264.15,8061.59,12018.97
Global-deterministic,658.08,1431.84,2191.59,2844.86,11679.21,17273.62,22839.99,34113.66
LLM-42 @2%,352.56,549.75,906.98,1469.06,4232.83,5307.85,8082.78,12030.01
LLM-42 @5%,367.14,549.80,1011.93,1632.57,4258.65,5505.71,8237.81,12617.04
LLM-42 @10%,363.61,547.61,926.77,1423.87,4252.67,5492.06,8263.48,12791.26
LLM-42 @20%,367.95,558.30,1030.39,1551.23,4384.86,5696.69,8490.81,12999.94
LLM-42 @50%,355.03,535.98,910.35,1426.57,4708.30,6235.64,9004.15,13247.95
LLM-42 @100%,366.05,529.77,885.66,1281.31,4954.74,6464.21,9255.23,14731.31
