Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,28.48,40.87,69.53,123.92,2692.70,5247.69,7977.23,10902.66
Global-deterministic,65.30,85.40,155.96,231.53,5739.42,9683.42,15434.29,21622.15
LLM-42 @2%,26.77,39.03,71.31,117.69,2622.37,5431.04,8098.10,11052.66
LLM-42 @5%,27.61,40.17,69.90,119.66,2954.83,5423.64,8247.32,11377.61
LLM-42 @10%,28.78,40.50,64.36,119.52,2853.54,5582.59,8392.33,11421.62
LLM-42 @20%,28.23,42.23,70.65,121.46,2876.68,5647.13,8543.29,12225.62
LLM-42 @50%,32.39,44.84,84.93,137.36,3865.96,7776.49,11194.87,14084.27
LLM-42 @100%,37.38,54.42,78.32,124.46,5288.56,10097.99,14214.93,17226.83
