Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,335.96,506.18,820.53,1387.93,3681.34,4498.05,7164.84,10922.84
Global-deterministic,571.75,1085.28,1902.69,2570.48,9892.05,13528.40,17939.38,27825.05
LLM-42 @2%,337.73,503.64,817.24,1376.97,3688.16,4593.00,7141.20,10895.51
LLM-42 @5%,341.92,512.53,853.74,1411.70,3700.99,4754.73,7468.88,11677.63
LLM-42 @10%,340.40,508.15,845.19,1315.27,3693.26,4877.30,7398.19,11805.79
LLM-42 @20%,345.77,515.18,859.01,1331.82,3945.86,4984.58,7481.70,11960.43
LLM-42 @50%,349.01,510.72,745.65,1323.81,4038.94,5152.19,7884.62,12314.70
LLM-42 @100%,340.12,511.52,736.16,1177.44,4342.04,5420.80,8012.92,13106.52
