Config,TTFT P50,TTFT P75,TTFT P90,TTFT P99,E2E P50,E2E P75,E2E P90,E2E P99
Non-deterministic,28.36,37.64,69.71,125.96,2459.52,5224.01,7949.07,10877.89
Global-deterministic,55.50,81.91,158.77,211.30,5669.72,9752.84,15484.12,21718.85
LLM-42 @2%,26.69,38.43,63.00,122.17,2465.11,5471.31,8200.34,11182.87
LLM-42 @5%,28.48,41.75,68.92,119.09,2714.19,5616.94,8440.40,11632.07
LLM-42 @10%,27.18,37.80,71.60,112.55,2628.88,5620.75,8480.64,11591.98
LLM-42 @20%,27.47,38.39,69.31,116.38,2669.07,5712.60,8577.21,11726.60
LLM-42 @50%,33.26,48.91,74.38,130.31,3338.25,6580.16,9824.49,12932.69
LLM-42 @100%,34.65,52.45,76.37,121.18,5342.93,10174.71,13943.64,17771.63
