,cdf,End to End Latency
0,0.0,0.1764000100681213
1,0.01,0.23107776309523603
2,0.02,0.42443314123644965
3,0.03,0.44977817314040464
4,0.04,0.49608860273352784
5,0.05,0.7385986524723295
6,0.06,0.811394773418487
7,0.07,0.9464846573585621
8,0.08,1.0171448195162764
9,0.09,1.0212215481749303
10,0.1,1.1936305667356866
11,0.11,1.295633268867385
12,0.12,1.5357204861447855
13,0.13,1.627426059850711
14,0.14,1.78068779674101
15,0.15,2.0688641613053536
16,0.16,2.2501565022056855
17,0.17,2.4036773463418264
18,0.18,2.516829080142804
19,0.19,2.5831247676464013
20,0.2,2.6038726535920076
21,0.21,2.764887201431816
22,0.22,2.9476252917621393
23,0.23,3.1803774530204025
24,0.24,3.3702937441436616
25,0.25,3.3905763001898643
26,0.26,3.5930446188766747
27,0.27,3.769717037712412
28,0.28,3.869014993493735
29,0.29,3.923562160821885
30,0.3,4.132985276091548
31,0.31,4.241852065053311
32,0.32,4.513170962395828
33,0.33,4.567655284226496
34,0.34,4.659928072814369
35,0.35000000000000003,4.744566264846449
36,0.36,4.782675039520193
37,0.37,4.918482416538498
38,0.38,4.997811098765265
39,0.39,5.119209560065252
40,0.4,5.296255469483194
41,0.41000000000000003,5.338795460503356
42,0.42,5.414064274349919
43,0.43,5.556675910590361
44,0.44,5.6802774535730025
45,0.45,5.783448233550435
46,0.46,5.983466584052867
47,0.47000000000000003,6.079972066651474
48,0.48,6.165690331953579
49,0.49,6.328100518134338
50,0.5,6.443037697095705
51,0.51,6.507791324173759
52,0.52,6.560062478027002
53,0.53,6.705983143078083
54,0.54,6.75984619109977
55,0.55,6.855149637046233
56,0.56,6.965714226104354
57,0.5700000000000001,7.177851878292304
58,0.58,7.366923368615111
59,0.59,7.455859025398745
60,0.6,7.515745142640555
61,0.61,7.591279662390397
62,0.62,7.806839316902294
63,0.63,7.869544538799241
64,0.64,8.02851993740672
65,0.65,8.190706853178607
66,0.66,8.524976054706144
67,0.67,8.576279685115974
68,0.68,8.819809098882674
69,0.6900000000000001,8.872887045775503
70,0.7000000000000001,9.052131314353788
71,0.71,9.290573119398362
72,0.72,9.346484142086805
73,0.73,9.535295709864458
74,0.74,9.669728730021793
75,0.75,9.766911151973481
76,0.76,9.865070273830627
77,0.77,10.185857857444494
78,0.78,10.308824517083695
79,0.79,10.47509236049357
80,0.8,10.708098135794422
81,0.81,10.794106524393577
82,0.8200000000000001,10.990159692286051
83,0.8300000000000001,11.078433624182619
84,0.84,11.393013435593469
85,0.85,11.66975344703424
86,0.86,11.857971292390696
87,0.87,12.07334741744537
88,0.88,12.465942689112822
89,0.89,12.743232524960709
90,0.9,13.052769798368335
91,0.91,13.183952359699651
92,0.92,13.423412255673567
93,0.93,13.639914321767893
94,0.9400000000000001,13.721999845374663
95,0.9500000000000001,13.915458961687523
96,0.96,14.1965699744448
97,0.97,14.746420818989014
98,0.98,14.924443930554403
99,0.99,15.286963540264109
100,1.0,17.167197616966856
