,cdf,"Deadline Miss Rate with 0.03s TBT Deadline, 0.3s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0
18,0.18,0.0
19,0.19,0.0
20,0.2,0.0
21,0.21,0.0
22,0.22,0.0024713208825902894
23,0.23,0.0034375289610184636
24,0.24,0.004309202978848563
25,0.25,0.0057474314997432475
26,0.26,0.0064285762881395835
27,0.27,0.0066243556492231
28,0.28,0.007513888804862196
29,0.29,0.0077582218066907845
30,0.3,0.007930794078591862
31,0.31,0.008337414725090739
32,0.32,0.009013768208383307
33,0.33,0.00990216322302583
34,0.34,0.010142689996659517
35,0.35000000000000003,0.0108998962696904
36,0.36,0.011299441329712537
37,0.37,0.012663873361506612
38,0.38,0.013420096764419964
39,0.39,0.015161409982456598
40,0.4,0.01574863028273627
41,0.41000000000000003,0.01652300101856939
42,0.42,0.0169582326839976
43,0.43,0.017404928768170222
44,0.44,0.01923542174694104
45,0.45,0.01966329046667553
46,0.46,0.020424874207613106
47,0.47000000000000003,0.020506737348862922
48,0.48,0.022214683962622186
49,0.49,0.023260427481417243
50,0.5,0.024404158334272612
51,0.51,0.026226059800731324
52,0.52,0.02633117416354552
53,0.53,0.027570699099849907
54,0.54,0.029866982578078374
55,0.55,0.03281066582035456
56,0.56,0.03387758718159356
57,0.5700000000000001,0.034979202175607335
58,0.58,0.03526015821238024
59,0.59,0.03804439203381469
60,0.6,0.03904651774248419
61,0.61,0.03959701365435389
62,0.62,0.04080292265917775
63,0.63,0.04229858883613699
64,0.64,0.043936865887315185
65,0.65,0.04473489041347754
66,0.66,0.045456405630066955
67,0.67,0.04778700618048432
68,0.68,0.05114955477104179
69,0.6900000000000001,0.05228731482656824
70,0.7000000000000001,0.05409565165979882
71,0.71,0.05453015270475353
72,0.72,0.05641605723025402
73,0.73,0.05942730720466924
74,0.74,0.06272460883111167
75,0.75,0.0663374022513676
76,0.76,0.06876905671012956
77,0.77,0.07287560204550458
78,0.78,0.07346094530820546
79,0.79,0.07989824892086647
80,0.8,0.0828269878621278
81,0.81,0.08724794135171289
82,0.8200000000000001,0.09527371842218063
83,0.8300000000000001,0.10076126580515044
84,0.84,0.10487341246957661
85,0.85,0.10720619483940849
86,0.86,0.11753710433554279
87,0.87,0.12631188033146398
88,0.88,0.1335871545606007
89,0.89,0.1393173078737188
90,0.9,0.1545865535532963
91,0.91,0.16779687726240286
92,0.92,0.20412942915725663
93,0.93,0.21980796394052537
94,0.9400000000000001,0.2488261140375078
95,0.9500000000000001,0.29493481681683503
96,0.96,0.31129916339298674
97,0.97,0.34403879367117474
98,0.98,0.35380801398719924
99,0.99,0.40454156079522985
100,1.0,0.5449829864474937
