,cdf,Output Throughput
0,0.0,12.717771520914832
1,0.01,18.448821104444963
2,0.02,21.520382794854417
3,0.03,22.85112940424525
4,0.04,24.655514029012366
5,0.05,25.457250108795368
6,0.06,25.919629696988366
7,0.07,26.23253905892239
8,0.08,28.645621903256057
9,0.09,29.57710638095293
10,0.1,30.174603765126243
11,0.11,30.600019320094326
12,0.12,31.28067978403353
13,0.13,31.78519619708015
14,0.14,32.16891639591199
15,0.15,32.622448695053734
16,0.16,32.950309864968155
17,0.17,34.158131775104636
18,0.18,34.43249290200854
19,0.19,35.41022743479259
20,0.2,36.634876639973626
21,0.21,36.634876639973626
22,0.22,37.30027526323027
23,0.23,37.524749739640455
24,0.24,37.750575111994586
25,0.25,37.82615183894552
26,0.26,38.12997482649355
27,0.27,38.20631111243247
28,0.28,38.43623814707242
29,0.29,38.5902910514165
30,0.3,39.291205832406035
31,0.31,40.084941108720805
32,0.32,40.65007719469447
33,0.33,41.22318083124537
34,0.34,41.804364348595875
35,0.35000000000000003,42.05594460457494
36,0.36,42.05594460457494
37,0.37,42.819805990397306
38,0.38,43.07749721283061
39,0.39,43.336739230849844
40,0.4,43.68482374232135
41,0.41000000000000003,44.30071264282453
42,0.42,44.65653987375613
43,0.43,44.925284630616794
44,0.44,45.10534571123943
45,0.45,45.10534571123943
46,0.46,45.74126178911519
47,0.47000000000000003,46.01653444375361
48,0.48,46.29346369970624
49,0.49,46.47900845847786
50,0.5,46.758720900655646
51,0.51,47.1342910706917
52,0.52,47.228654015778176
53,0.53,47.512877853455876
54,0.54,47.60799873003938
55,0.55,47.79881216100805
56,0.56,48.279198370581696
57,0.5700000000000001,48.95986089487216
58,0.58,49.45191584212306
59,0.59,49.849117991448196
60,0.6,50.24951050346689
61,0.61,50.24951050346689
62,0.62,50.35011012409445
63,0.63,51.05996932250756
64,0.64,51.36725016154444
65,0.65,51.470087499205164
66,0.66,51.676380228367584
67,0.67,51.779836445041
68,0.68,52.091449471823815
69,0.6900000000000001,52.614977418055496
70,0.7000000000000001,52.614977418055496
71,0.71,53.25016083712919
72,0.72,53.46358812161941
73,0.73,54.21734257647094
74,0.74,54.434646336994085
75,0.75,54.76223611076494
76,0.76,55.31260591795624
77,0.77,55.64547928590583
78,0.78,55.75688164683858
79,0.79,56.09242868303638
80,0.8,56.317247811205746
81,0.81,56.65616715231171
82,0.8200000000000001,56.88324575103979
83,0.8300000000000001,56.99712612291374
84,0.84,57.225571289293
85,0.85,57.68521212474681
86,0.86,58.03236392716473
87,0.87,58.38160490234428
88,0.88,58.73294762300674
89,0.89,59.32322375770783
90,0.9,59.7997131227849
91,0.91,60.521632775798416
92,0.92,61.74425127010534
93,0.93,62.74010520908983
94,0.9400000000000001,63.37065396055514
95,0.9500000000000001,63.87965264197386
96,0.96,64.39273964569155
97,0.97,68.23795313667556
98,0.98,68.78604639433553
99,0.99,74.6642157347595
100,1.0,94.91682840557759
