,cdf,"Deadline Miss Rate with 0.03s TBT Deadline, 0.3s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0
18,0.18,0.0
19,0.19,0.0
20,0.2,0.0031542566538606616
21,0.21,0.004033977820249958
22,0.22,0.006853456461851218
23,0.23,0.009609509976158559
24,0.24,0.011231847643044041
25,0.25,0.011299441329712537
26,0.26,0.012240538990844098
27,0.27,0.013049545853273191
28,0.28,0.014278477915038083
29,0.29,0.01574863028273627
30,0.3,0.01807904334652525
31,0.31,0.020100676609200927
32,0.32,0.022348372776335664
33,0.33,0.023920923462949096
34,0.34,0.024996943298040815
35,0.35000000000000003,0.027296365969166802
36,0.36,0.028015378381472934
37,0.37,0.028868573962298034
38,0.38,0.029866982578078374
39,0.39,0.030592461324073388
40,0.4,0.03196858274513668
41,0.41000000000000003,0.03294217136321616
42,0.42,0.033339858905148255
43,0.43,0.033809899694717246
44,0.44,0.03449290520467356
45,0.45,0.034700484821205746
46,0.46,0.03597246089764227
47,0.47000000000000003,0.036333990261205665
48,0.48,0.03920301665477981
49,0.49,0.04221407617112971
50,0.5,0.045729964009496867
51,0.51,0.04600516867366751
52,0.52,0.049340920933777434
53,0.53,0.05218284466707463
54,0.54,0.05420395126272135
55,0.55,0.05619084365369968
56,0.56,0.05767096427087635
57,0.5700000000000001,0.05801803032916732
58,0.58,0.058835995422023425
59,0.59,0.06087081587502112
60,0.6,0.06322841842107449
61,0.61,0.0646348582068288
62,0.62,0.06918291151118107
63,0.63,0.07215047744902064
64,0.64,0.07449663177686719
65,0.65,0.07554691983358185
66,0.66,0.07691907721635559
67,0.67,0.07942029456495353
68,0.68,0.08216701514994046
69,0.6900000000000001,0.08483888240593303
70,0.7000000000000001,0.08689964652425576
71,0.71,0.09584707928634441
72,0.72,0.09995839119153355
73,0.73,0.10382990423411238
74,0.74,0.10592740814067432
75,0.75,0.10893529041054638
76,0.76,0.11383545797325695
77,0.77,0.11991151214539592
78,0.78,0.12282420187674689
79,0.79,0.1280926837875271
80,0.8,0.1357417404747604
81,0.81,0.13848390645314124
82,0.8200000000000001,0.14793221202527218
83,0.8300000000000001,0.1605738833927904
84,0.84,0.16186362698559115
85,0.85,0.17016255544058648
86,0.86,0.1778168705061217
87,0.87,0.17924511129211643
88,0.88,0.18433490062691069
89,0.89,0.18805871388699866
90,0.9,0.20129152786438959
91,0.91,0.24341171449791046
92,0.92,0.24635025201411817
93,0.93,0.2690115569490803
94,0.9400000000000001,0.29730375927650554
95,0.9500000000000001,0.36095541238831663
96,0.96,0.3871276418874428
97,0.97,0.4168616896626963
98,0.98,0.43041699645892095
99,0.99,0.4533908310940673
100,1.0,0.599894981251237
