,cdf,Output Throughput
0,0.0,27.248557983356402
1,0.01,55.09179733226441
2,0.02,62.86571102532425
3,0.03,68.3745656554677
4,0.04,80.72117752143166
5,0.05,82.84745061725091
6,0.06,84.18367153393339
7,0.07,91.7439006076343
8,0.08,93.78463284698218
9,0.09,94.91682840557759
10,0.1,98.19949070079294
11,0.11,101.39269424213863
12,0.12,101.79907737899778
13,0.13,105.10933053889232
14,0.14,106.16569722679915
15,0.15,107.23268057997814
16,0.16,108.52722490993263
17,0.17,109.39892515168134
18,0.18,110.27762696664914
19,0.19,110.71962102062966
20,0.2,112.05626071695865
21,0.21,112.50538355638245
22,0.22,113.63608183777971
23,0.23,114.54881686893505
24,0.24,116.62936502498096
25,0.25,117.80151002307434
26,0.26,119.46233033251826
27,0.27,120.6629471148342
28,0.28,123.34694860856932
29,0.29,124.83602910226563
30,0.3,127.10342371406671
31,0.31,128.89538671575343
32,0.32,132.0262976899247
33,0.33,134.69340671998904
34,0.34,136.8658350332025
35,0.35000000000000003,138.51811948369306
36,0.36,139.91025019505676
37,0.37,142.4514376207488
38,0.38,143.88309884982797
39,0.39,146.78973123239538
40,0.4,147.3780662390032
41,0.41000000000000003,149.15725742379377
42,0.42,150.95792752571776
43,0.43,153.39268126643097
44,0.44,155.2444826455998
45,0.45,156.80471615776605
46,0.46,157.7483729085478
47,0.47000000000000003,159.01542175195067
48,0.48,159.65275747306492
49,0.49,160.61355384489605
50,0.5,160.9351025012422
51,0.51,161.2572948986421
52,0.52,161.58013232586651
53,0.53,161.90361607426667
54,0.54,162.55252771292945
55,0.55,164.51490944145107
56,0.56,165.17428717530686
57,0.5700000000000001,165.83630770304308
58,0.58,166.5009816170092
59,0.59,166.83431691554176
60,0.6,167.50299086242376
61,0.61,167.8383321854717
62,0.62,168.8483896575149
63,0.63,169.18642447164405
64,0.64,170.20459481438218
65,0.65,171.22889254500055
66,0.66,171.22889254500055
67,0.67,171.57169313067627
68,0.68,171.91518000381075
69,0.6900000000000001,172.60421811100233
70,0.7000000000000001,172.94977210121453
71,0.71,173.29601789120684
72,0.72,173.9905904132433
73,0.73,175.0376724094938
74,0.74,175.3880981800834
75,0.75,175.73922550376716
76,0.76,176.091055785056
77,0.77,176.44359043127233
78,0.78,176.79683085255618
79,0.79,177.15077846187063
80,0.8,177.50543467500754
81,0.81,177.86080091059313
82,0.8200000000000001,178.57366913782164
83,0.8300000000000001,179.64833227629666
84,0.84,180.00798859717014
85,0.85,180.36836495071802
86,0.86,181.09128352475034
87,0.87,181.45382863691202
88,0.88,181.81709956511403
89,0.89,182.18109776244162
90,0.9,182.9112817913652
91,0.91,183.2774705437002
92,0.92,183.64439240665055
93,0.93,184.74957135078003
94,0.9400000000000001,185.11944036249332
95,0.9500000000000001,186.2334962013703
96,0.96,186.97992229193082
97,0.97,187.35425647069343
98,0.98,188.10517458188053
99,0.99,188.85910238188015
100,1.0,190.37603534814156
