,cdf,Time to First Token
0,0.0,0.05848403626551822
1,0.01,0.09320058402004541
2,0.02,0.11180475025116511
3,0.03,0.12087465198622706
4,0.04,0.13332024715888122
5,0.05,0.1387611515111055
6,0.06,0.14241625308744993
7,0.07,0.1485251261086259
8,0.08,0.16746161876637405
9,0.09,0.16846940916272116
10,0.1,0.17016255544058648
11,0.11,0.1781728602368647
12,0.12,0.1817721919818646
13,0.13,0.18618749779828003
14,0.14,0.20867004171375214
15,0.15,0.23386740153731894
16,0.16,0.25183001577091285
17,0.17,0.27117228149925954
18,0.18,0.27389760914991473
19,0.19,0.28111233439584005
20,0.2,0.29493481681683503
21,0.21,0.3075858963558501
22,0.22,0.3240035275765469
23,0.23,0.3279149930667399
24,0.24,0.34403879367117474
25,0.25,0.350287564259524
26,0.26,0.3587961634188904
27,0.27,0.36312765580023515
28,0.28,0.37418654306513205
29,0.29,0.37719204237942566
30,0.3,0.3879026722015318
31,0.31,0.39180116017555705
32,0.32,0.39180116017555705
33,0.33,0.3941590344718366
34,0.34,0.39494814164795633
35,0.35000000000000003,0.402121577832632
36,0.36,0.41436800722186024
37,0.37,0.42358512297224105
38,0.38,0.4252828572349211
39,0.39,0.4356131165154961
40,0.4,0.4382346528327798
41,0.41000000000000003,0.43999110258716995
42,0.42,0.4408719656554126
43,0.43,0.4435251499270041
44,0.44,0.44619430116253844
45,0.45,0.44798265328307757
46,0.46,0.45067862994348856
47,0.47000000000000003,0.451580889462895
48,0.48,0.4542985204456069
49,0.49,0.45611935437441303
50,0.5,0.4588642980117241
51,0.51,0.46070343163187777
52,0.52,0.46162576082433393
53,0.53,0.4634759624206222
54,0.54,0.4644038422252682
55,0.55,0.4644038422252682
56,0.56,0.46533357964714056
57,0.5700000000000001,0.46719864222582397
58,0.58,0.4681339748428926
59,0.59,0.4728388010839697
60,0.6,0.47378542531036405
61,0.61,0.47378542531036405
62,0.62,0.47473394468035474
63,0.63,0.47473394468035474
64,0.64,0.4756843629880232
65,0.65,0.477590911630712
66,0.66,0.48046507191693005
67,0.67,0.4814269639527997
68,0.68,0.48626538700023475
69,0.6900000000000001,0.48919175060943004
70,0.7000000000000001,0.49410821108627984
71,0.71,0.5111967550413993
72,0.72,0.5173680720051342
73,0.73,0.5246621669728105
74,0.74,0.5267650192423886
75,0.75,0.549360337857976
76,0.76,0.55710547462353
77,0.77,0.5821653993317715
78,0.78,0.5986963898801057
79,0.79,0.6144666259625539
80,0.8,0.6319148322587597
81,0.81,0.639543493210722
82,0.8200000000000001,0.6485600739157488
83,0.8300000000000001,0.6563896811006248
84,0.84,0.6709902766162451
85,0.85,0.6736796137075555
86,0.86,0.6872888492350837
87,0.87,0.7025767594186371
88,0.88,0.7167697562090172
89,0.89,0.7182047306959221
90,0.9,0.7505112817821505
91,0.91,0.7702804674600792
92,0.92,0.7749160446348289
93,0.93,0.844508433557472
94,0.9400000000000001,0.8564147050277968
95,0.9500000000000001,0.8754646155638268
96,0.96,0.9221932054484151
97,0.97,1.0130843652072836
98,0.98,1.0273672983257707
99,0.99,1.0822038094660686
100,1.0,1.4148161816090492
